locus	lg	pos
Soc837	5	7.516
Contig_17293	5	46.181
Contig_578	5	13.206
Contig_25700	5	43.106
Contig_52598	5	10.348
Contig_1132	5	53.306
Contig_15436	5	8.932
Contig_49881	5	1.868
Contig_53933	6	8.807
Soc1106	6	29.095
Contig_65760	6	5.983
Contig_26836	6	11.624
Soc412	6	14.482
Soc604	6	10.216
Contig_50499	6	30.826
Soc568	6	20.371
Soc583	6	5.990
Soc570	6	77.660
Contig_78602	6	7.398
Soc709	6	79.068
Contig_16536	6	14.482
Contig_33248	6	8.807
Soc738	6	8.807
Contig_90717	6	7.398
Contig_55707	6	24.729
Soc586	6	8.807
Contig_34093	6	74.787
Dla41	6	61.453
Soc201	6	68.882
Contig_15544	6	0.000
Contig_64605	6	64.532
Contig_9054	6	40.010
Soc691	6	36.404
Contig_28920	7	59.489
Soc549	7	58.080
Contig_21687	7	4.338
Contig_6525	7	69.518
Soc1154	7	58.080
Dla78	7	10.013
Contig_59073	7	10.013
Contig_17857	7	27.507
Contig_20778	7	61.429
Soc1099	7	32.759
Contig_55052	7	25.747
Soc724	7	5.747
Contig_14464	7	5.747
Contig_60838	7	0.000
Contig_12574	7	65.252
Soc419	7	7.155
Contig_29062	7	4.338
Soc726	7	70.927
Soc792	7	4.338
Contig_9159	7	4.338
Contig_49244	7	0.139
Contig_2038	7	66.660
Soc682	7	10.013
Contig_41436	7	14.364
Contig_9144	7	65.252
Contig_78551	7	49.329
Dla43	7	5.747
Soc615	7	69.518
Contig_30176	7	15.858
Soc580	8	68.292
Contig_36739	8	55.449
Contig_10122	8	49.733
Contig_2626	8	7.451
Contig_13694	8	0.000
Soc402	8	62.617
Contig_21739	8	55.449
Soc638	8	6.043
Dla02	8	16.344
Soc1126	8	48.324
Contig_54730	8	47.639
Contig_49444	8	2.521
Contig_39568	8	66.883
Soc552	8	48.324
Soc671	8	20.702
Soc1091	8	68.292
Contig_99897	8	61.194
Contig_4079	8	46.926
Contig_5952	8	55.449
Soc806	8	4.634
Contig_6353	8	27.119
Contig_39212	8	23.781
Contig_25402	8	14.928
Contig_14123	8	58.321
Soc988	8	6.043
Contig_3206	8	7.451
Soc639	8	20.702
Soc694	8	52.591
Contig_179	8	48.324
Soc1129	8	20.702
Contig_12705	8	52.591
Soc620	8	20.702
Soc631	8	7.451
Contig_12793	8	64.025
Soc401	8	64.025
Contig_6076	8	68.292
Contig_12462	8	6.043
Contig_18086	9	74.227
Soc562	9	62.800
Contig_24593	9	74.227
Soc563	9	15.642
Soc623	9	6.526
Contig_51814	9	74.227
Soc409	9	35.915
Contig_27674	9	71.406
Soc536	9	71.371
Contig_12158	9	74.227
Soc575	9	43.213
Contig_28305	9	69.963
Contig_16932	9	69.963
Contig_75876	9	0.000
Contig_33405	9	57.300
Contig_18915	9	68.547
Contig_28910	9	74.227
Dla91	9	47.564
Dla69	9	41.804
Contig_26487	9	77.194
Contig_36020	9	75.664
Soc558	9	69.963
Soc525	9	74.227
Lcr03	9	64.589
Contig_20205	10	48.987
Contig_5437	10	40.640
Contig_9671	10	5.672
Soc686	10	9.912
Contig_22159	10	5.672
Contig_75800	10	20.127
Contig_8535	10	4.263
Dla94	10	12.770
Contig_35121	10	8.496
Dla96	10	2.855
Contig_72883	10	63.371
Contig_19914	10	66.384
Contig_32747	10	9.912
Soc1065	10	5.672
Contig_4773	10	9.912
Contig_1720	10	33.220
Soc843	10	0.000
Contig_6721	10	25.558
Contig_21372	10	7.016
Contig_12860	10	2.799
Contig_554	10	15.709
Contig_31364	10	63.371
Soc573	11	24.447
Contig_73242	11	19.570
Soc927	11	71.079
Contig_18818	11	15.837
Soc19	11	5.660
Contig_26505	11	4.251
Contig_47425	11	71.079
Contig_22497	11	5.708
Contig_1473	11	68.221
Contig_56743	11	1.434
Contig_2183	11	21.787
Contig_20534	11	21.467
Contig_46639	11	10.267
Soc1044	11	1.434
Soc648	11	71.079
Contig_4301	11	0.000
Contig_86192	11	4.251
Soc665	11	8.515
Soc1090	11	8.515
Soc790	11	2.842
Soc693	11	68.221
Contig_51824	11	4.251
Contig_32519	11	71.079
Contig_89279	11	0.777
Soc565	11	59.105
Contig_27060	12	4.528
Contig_20730	12	72.180
Soc587	12	3.005
Contig_28605	12	72.180
Contig_24981	12	72.180
Soc834	12	72.180
Soc679	12	72.180
Soc596	12	62.066
Contig_8321	12	0.000
Contig_8845	12	28.159
Contig_17623	12	38.285
Soc538	12	60.657
Contig_30468	12	72.180
Soc1048	12	51.516
Soc943	12	60.657
Soc1082	12	67.955
Contig_11033	12	75.325
Contig_20774	12	72.957
Contig_20168	12	72.180
Contig_24692	12	60.657
Soc641	12	62.066
Soc592	12	24.687
Contig_23061	12	72.180
Soc429	12	62.066
Soc718	12	62.066
Soc736	12	70.772
Soc49	12	69.363
Contig_8685	13	6.260
Contig_56923	13	0.000
Contig_63899	13	57.598
Contig_56840	13	12.149
Soc1155	13	74.699
Soc85	13	59.064
Contig_3820	13	12.149
Contig_2711	13	26.598
Contig_3284	13	1.853
Soc507	13	71.843
Contig_63403	13	74.699
Contig_53377	13	74.699
Soc612	13	74.699
Contig_35126	13	74.699
Soc1095	13	68.237
Soc926	13	61.922
Contig_23203	13	62.565
Contig_64456	13	74.699
Soc1109	13	68.985
Mmi06	13	12.149
Contig_33292	13	63.320
Dla04	13	67.587
Contig_44559	13	67.587
Soc716	13	4.851
Contig_8257	13	6.260
Soc683	13	64.729
Soc713	13	12.149
Contig_18748	13	55.975
Contig_13367	13	74.665
Soc715	14	61.832
Soc1038	14	66.096
Contig_7077	14	33.746
Contig_68440	14	57.615
Contig_70761	14	66.047
Contig_24879	14	66.096
Dla16	14	10.372
Soc1134	14	66.096
Soc1007	14	33.746
Soc510	14	66.096
Soc1076	14	8.964
Soc651	14	8.964
Soc967	14	63.241
Contig_42240	14	59.484
Soc524	14	4.613
Contig_12530	14	10.372
Contig_61638	14	0.000
Contig_24826	14	22.938
Contig_16402	14	51.687
Contig_22626	14	59.024
Soc1108	14	57.615
Contig_7270	14	3.205
Soc850	14	60.424
Contig_47822	14	8.964
Contig_64439	14	41.231
Soc598	14	4.613
Soc1060	14	22.952
Contig_9040	14	48.756
Soc1068	14	66.096
Contig_51792	14	66.096
Soc606	15	4.351
Contig_2149	15	85.257
Soc508	15	64.990
Soc1148	15	32.203
Soc1064	15	70.770
Contig_7216	15	5.766
Soc554	15	10.124
Contig_19199	15	10.124
Contig_59464	15	86.083
Contig_15993	15	83.820
Soc404	15	4.351
Dla79	15	33.612
Soc676	15	0.000
Contig_14976	15	37.993
Contig_29464	15	83.820
Contig_10826	15	14.764
Contig_26472	15	82.411
Soc672	15	10.124
Contig_83140	15	58.669
Soc601	15	75.113
Contig_13828	15	81.003
Contig_31171	15	41.398
Contig_18114	15	86.719
Contig_4136	15	66.398
Contig_5264	15	30.652
Contig_6791	15	70.757
Contig_28122	16	11.559
Soc512	16	2.119
Contig_12222	16	43.853
Contig_1436	16	0.742
Contig_33082	16	39.041
Contig_78	16	4.276
Contig_23817	16	2.868
Soc533	16	2.868
Contig_11762	16	0.000
Contig_18654	16	8.665
Soc662	16	14.417
Contig_21130	16	4.276
Soc994	16	91.050
Soc647	16	18.768
Soc941	16	85.334
Dla60	16	18.768
Soc421	16	92.459
Soc550	16	82.476
Contig_96382	16	41.899
Contig_12431	16	2.868
Dla84	16	14.417
Soc609	16	88.192
Contig_30701	16	78.027
Soc1104	16	2.868
Contig_57225	16	1.469
Contig_1373	17	4.287
Soc1072	17	40.580
Contig_6381	17	78.997
Dla89	17	30.023
Contig_9604	17	17.117
Soc649	17	7.095
Soc933	17	4.287
Contig_8638	17	18.515
Contig_33873	17	5.686
Contig_77726	17	11.359
Contig_11245	17	11.324
Contig_57040	17	11.359
Contig_17774	17	4.287
Contig_27794	17	0.292
Contig_18834	17	4.287
Contig_36718	17	8.503
Contig_17415	17	19.874
Contig_1905	17	29.765
Contig_14826	17	0.000
Contig_42280	17	17.103
Contig_4677	17	73.420
Contig_25937	17	78.990
Soc976	17	4.287
Contig_151	17	0.195
Soc637	17	11.359
Contig_1903	17	4.923
Soc921	17	67.257
Contig_57671	17	11.359
Contig_3031	17	17.781
Soc681	17	8.503
Soc770	17	11.359
Soc975	17	71.660
Contig_622	17	4.287
Soc880	17	12.768
Contig_74703	17	22.761
Soc618	17	2.879
Lcr14	17	35.849
Soc785	17	11.359
Contig_85441	17	11.359
Soc1124	17	20.510
Contig_2547	17	78.990
Contig_10131	17	26.330
Contig_36577	18	64.202
Soc661	18	45.663
Soc431	18	55.645
Contig_9756	18	16.233
Contig_841	18	14.803
Contig_35477	18	4.448
Contig_38804	18	62.793
Soc668	18	1.630
Contig_42094	18	10.391
Contig_29295	18	3.039
Contig_35109	18	3.039
Contig_78618	18	54.236
Soc629	18	48.520
Contig_38502	18	39.113
Contig_84850	18	57.678
Contig_28882	18	4.448
Contig_28763	18	64.202
Contig_46423	18	67.133
Contig_23554	18	60.846
Contig_81929	18	64.202
Soc666	18	4.448
Contig_499	18	64.202
Contig_486	18	3.039
Contig_6173	18	0.000
Contig_40076	18	55.652
Soc1022	18	51.378
Contig_77645	18	62.793
Contig_68236	18	64.202
Soc1127	18	64.202
Soc1089	18	1.630
Soc567	18	3.039
Contig_34833	18	3.039
Mmi11	18	4.448
Contig_16328	18	65.639
Soc667	18	28.816
Contig_54995	19	2.858
Soc532	19	55.855
Contig_70025	19	7.150
Soc897	19	4.266
Soc1081	19	42.461
Soc929	19	55.855
Soc758	19	39.636
Soc529	19	72.447
Soc1006	19	41.052
Soc903	19	7.074
Dla01	19	5.675
Soc887	19	54.446
Soc684	19	11.336
Contig_46900	19	33.347
Soc535	19	63.331
Soc919	19	4.266
Soc884	19	0.000
Contig_13982	19	5.675
Soc1032	19	9.927
Contig_8792	19	42.481
Contig_9869	19	42.461
Contig_33889	19	51.581
Contig_12814	19	6.381
Soc965	19	42.461
Contig_5080	20	25.184
Contig_21462	20	20.578
Contig_1289	20	36.116
Contig_29296	20	7.194
Soc753	20	1.445
Contig_6560	20	72.697
Soc1071	20	1.445
Soc613	20	21.987
Contig_40577	20	17.725
Contig_67625	20	2.843
Contig_47600	20	19.155
Contig_38207	20	1.445
Contig_30476	20	1.445
Contig_50092	20	1.445
Contig_17896	20	1.445
Contig_393	20	0.517
Contig_19215	20	1.445
Contig_33583	20	16.310
Soc630	20	2.843
Soc559	20	7.194
Contig_35323	20	39.685
Contig_62439	20	1.040
Contig_94448	20	1.445
Contig_5107	20	0.000
Contig_19121	20	2.843
Contig_5672	20	52.399
Contig_30158	20	2.165
Soc1111	20	61.757
Dla72	20	49.489
Contig_16876	20	2.843
Soc1052	21	4.226
Contig_10209	21	23.174
Contig_71936	21	61.788
Lcr04	21	2.817
Soc571	21	60.373
Contig_2519	21	34.160
Soc767	21	5.634
Contig_35605	21	52.206
Soc619	21	2.817
Contig_10881	21	2.817
Soc635	21	2.817
Soc578	21	8.492
Contig_17183	21	8.506
Contig_15075	21	66.021
Contig_555	21	41.251
Contig_34	21	1.409
Soc687	21	23.202
Soc642	21	70.372
Contig_2917	21	27.553
Soc1075	21	2.817
Contig_42950	21	50.151
Contig_1122	21	15.294
Contig_24667	21	4.226
Contig_20886	21	28.961
Contig_41568	21	20.339
Contig_88700	21	2.817
Soc680	21	64.612
Contig_4648	21	56.022
Contig_38181	21	0.000
Soc644	21	63.204
Contig_8325	21	60.373
Soc1037	21	4.226
Contig_7495	21	2.817
Soc542	22	76.179
Contig_33574	22	16.546
Soc544	22	8.543
Contig_31194	22	32.559
Contig_72221	22	40.848
Soc616	22	11.401
Soc865	22	27.465
Contig_18736	22	0.601
Contig_19620	22	4.270
Contig_87445	22	27.465
Contig_46783	22	23.115
Contig_305	22	1.434
Contig_11925	22	7.003
Contig_1401	22	56.052
Contig_51080	22	73.321
Soc505	22	7.135
Soc656	22	70.464
Contig_72963	22	29.384
Contig_56379	22	70.464
Contig_74471	22	2.070
Contig_21169	22	0.000
Contig_16159	22	73.300
Soc655	22	2.847
Contig_14179	22	2.847
Soc657	22	21.706
Contig_35102	22	8.543
Contig_24449	22	45.206
Contig_9479	23	1.566
Contig_23290	23	29.819
Contig_99535	23	2.982
Contig_60256	23	0.000
Lcr01	23	54.824
Soc1093	23	80.053
Soc588	23	26.961
Contig_7783	23	8.694
Contig_20845	23	5.840
Contig_3528	23	40.901
Contig_14365	23	10.102
Contig_32828	23	8.631
Soc500	23	8.694
Contig_16997	23	2.982
Contig_26817	23	8.694
Contig_76127	23	32.677
Soc812	23	2.982
Contig_8901	23	26.961
Contig_26963	23	26.961
Dla90	23	14.395
Contig_18314	23	14.214
Contig_27692	23	12.361
Soc627	23	84.411
Contig_72330	23	84.404
Soc590	23	56.233
Contig_8631	23	57.641
Contig_53900	23	2.982
Soc664	24	75.660
Contig_19316	24	38.294
Mmi04	24	20.943
Contig_31777	24	74.251
Contig_9254	24	40.874
Contig_4059	24	58.301
Contig_43716	24	50.805
Contig_16010	24	53.950
Soc974	24	0.000
Contig_4753	24	9.116
Soc719	24	75.660
Contig_106863	24	75.660
Contig_14611	24	34.479
Contig_4821	24	68.705
Contig_86884	24	59.709
Contig_32713	24	30.068
Soc541	24	9.116
Contig_4260	24	61.419
Soc566	24	13.467
Soc973	24	0.000
Contig_49010	24	53.950
Soc987	24	75.660
Soc783	24	59.709
Contig_40525	24	66.981
Soc1143	24	0.000
Contig_146	24	53.950
