locus	lg	pos
Soc949	5	3.121
Contig_42933	5	57.629
Contig_38574	5	57.004
Soc696	5	17.681
Contig_62188	5	57.629
Contig_34100	5	49.648
Contig_18265	5	1.389
Dla99	5	63.955
Soc739	5	31.142
Contig_9807	5	40.057
Contig_44858	5	45.904
Soc138	5	49.198
Contig_78565	5	49.648
Soc418	5	3.746
Contig_15574	5	10.255
Contig_91370	5	34.924
Contig_4040	5	43.355
Contig_26185	5	34.299
Contig_1132	5	59.179
Soc572	5	3.121
Soc690	5	0.000
Contig_6389	5	35.549
Contig_10565	5	60.150
Contig_47903	5	49.648
Contig_42705	5	43.355
Contig_5685	5	45.904
Contig_41916	5	5.770
Contig_47650	5	57.004
Contig_2723	5	36.427
Soc513	5	1.871
Contig_80192	5	58.715
Contig_10300	5	2.496
Contig_35034	5	21.110
Contig_20361	5	50.507
Contig_4126	5	34.299
Soc625	5	43.355
Soc646	5	10.255
Contig_26057	5	1.246
Contig_58319	5	55.738
Contig_15756	5	50.099
Contig_37123	5	3.121
Contig_6596	5	43.980
Contig_21465	5	18.330
Soc946	5	11.217
Contig_8867	5	5.071
Contig_16628	5	0.907
Contig_7897	5	60.756
Soc156	5	49.648
Soc610	5	57.004
Contig_39598	5	59.844
Soc951	6	9.068
Contig_7193	6	47.304
Contig_10202	6	9.381
Contig_4227	6	16.463
Soc570	6	70.923
Contig_36533	6	0.625
Soc814	6	18.130
Contig_29679	6	17.296
Contig_11567	6	1.612
Contig_42432	6	11.617
Soc777	6	43.560
Contig_64741	6	60.550
Contig_4142	6	52.957
Contig_10928	6	60.550
Soc698	6	14.774
Contig_12169	6	26.486
Contig_11650	6	6.459
Dla41	6	57.665
Contig_46463	6	7.144
Contig_1062	6	14.774
Contig_10008	6	64.365
Soc709	6	72.798
Contig_12049	6	18.963
Soc617	6	71.548
Contig_26465	6	60.550
Soc738	6	3.850
Contig_4235	6	60.550
Contig_25610	6	70.298
Contig_36986	6	60.863
Contig_19224	6	45.261
Soc704	6	45.261
Soc691	6	47.304
Contig_1875	6	11.617
Soc901	6	22.346
Soc604	6	19.797
Soc412	6	22.346
Soc568	6	30.627
Soc755	6	68.374
Contig_17600	6	60.550
Contig_7740	6	0.000
Contig_39564	6	32.136
Contig_28213	6	39.129
Contig_2077	6	47.304
Contig_7871	6	0.000
Contig_27414	6	40.788
Contig_12674	6	48.668
Contig_33248	6	9.693
Contig_70686	6	48.668
Contig_28405	6	9.381
Contig_21638	6	62.770
Contig_6637	6	13.196
Soc201	6	61.175
Contig_32096	6	60.550
Contig_928	6	0.000
Dla10	6	19.797
Contig_50342	6	0.000
Contig_4747	6	63.099
Contig_90362	6	9.381
Contig_27062	6	48.668
Contig_59199	6	60.863
Soc910	6	22.346
Soc586	6	3.225
Contig_61880	6	41.173
Contig_34011	6	70.923
Contig_93038	6	17.286
Contig_76926	6	43.217
Contig_14304	6	67.332
Contig_16390	6	14.774
Contig_28248	6	1.612
Soc549	7	52.026
Contig_808	7	24.477
Contig_22414	7	57.395
Contig_37587	7	35.279
Contig_32211	7	57.395
Contig_20392	7	27.232
Dla78	7	23.823
Contig_7443	7	1.040
Contig_19130	7	3.080
Contig_38865	7	57.395
Contig_12574	7	57.395
Soc419	7	12.637
Contig_11817	7	62.311
Contig_10354	7	28.917
Contig_39806	7	47.528
Contig_30010	7	41.685
Contig_12913	7	35.279
Soc405	7	26.401
Contig_6618	7	0.074
Soc624	7	12.637
Contig_10215	7	39.133
Contig_68866	7	50.412
Contig_94636	7	42.310
Contig_19008	7	58.661
Contig_6268	7	7.225
Contig_3269	7	57.395
Contig_24723	7	31.539
Contig_775	7	2.025
Soc615	7	66.586
Contig_62881	7	40.000
Contig_30176	7	32.669
Contig_34000	7	3.080
Contig_31276	7	48.798
Dla53	7	68.524
Contig_6525	7	67.274
Contig_19340	7	25.112
Contig_874	7	26.401
Contig_13310	7	32.730
Soc1099	7	45.604
Contig_53440	7	2.025
Contig_18431	7	57.395
Contig_55722	7	1.040
Contig_45543	7	51.401
Contig_3204	7	47.201
Contig_14586	7	57.395
Contig_10465	7	1.040
Soc786	7	12.637
Soc726	7	66.586
Contig_2276	7	50.412
Contig_7139	7	2.025
Contig_41834	7	0.000
Contig_2985	7	51.401
Contig_10875	7	65.961
Contig_2038	7	64.037
Contig_6874	7	59.289
Soc206	7	47.201
Soc682	7	26.401
Soc826	7	11.370
Soc621	7	58.661
Contig_62783	7	12.637
Soc992	7	26.401
Dla44	7	2.025
Contig_37148	8	57.610
Contig_9483	8	3.975
Contig_25514	8	60.159
Contig_10803	8	53.164
Contig_54341	8	21.507
Contig_59573	8	25.901
Soc402	8	64.573
Contig_1743	8	60.159
Contig_2354	8	40.697
Soc638	8	5.225
Soc1126	8	57.610
Contig_82985	8	29.698
Contig_38678	8	8.374
Soc552	8	56.985
Contig_2560	8	31.712
Contig_54161	8	66.454
Contig_854	8	31.712
Contig_15119	8	8.374
Contig_44490	8	50.825
Contig_681	8	24.519
Contig_71286	8	3.854
Contig_4079	8	53.164
Contig_17726	8	23.170
Contig_50114	8	54.441
Contig_11932	8	36.987
Soc806	8	0.000
Contig_39212	8	48.534
Contig_25402	8	36.987
Soc576	8	66.454
Soc988	8	9.632
Contig_4111	8	36.987
Soc639	8	48.534
Contig_61080	8	65.201
Contig_71422	8	14.387
Contig_5422	8	8.382
Soc1050	8	61.409
Contig_27774	8	8.382
Contig_8903	8	55.719
Contig_4388	8	31.712
Contig_25269	8	54.441
Contig_14059	8	8.374
Contig_12218	8	38.260
Soc1129	8	47.284
Contig_51050	8	3.975
Contig_1857	8	9.007
Contig_1211	8	66.454
Contig_8239	8	42.818
Soc401	8	65.201
Contig_9565	8	3.975
Soc580	8	66.454
Contig_38929	8	63.945
Contig_24613	8	62.675
Contig_35183	8	67.704
Contig_44525	8	57.610
Contig_5875	8	23.170
Dla02	8	36.987
Contig_54730	8	60.159
Contig_18491	8	27.684
Contig_5544	8	66.454
Soc671	8	47.909
Contig_12765	8	3.975
Soc1091	8	66.454
Contig_22492	8	3.975
Contig_4481	8	3.975
Contig_31952	8	43.997
Contig_45430	8	53.792
Soc1142	8	7.116
Contig_13111	8	3.975
Contig_9476	8	31.712
Soc694	8	60.784
Contig_36989	8	66.454
Soc631	8	19.442
Soc620	8	47.909
Contig_15121	9	24.680
Contig_1370	9	36.062
Contig_29580	9	66.520
Contig_54092	9	6.688
Contig_4567	9	58.213
Contig_41325	9	54.283
Contig_1112	9	68.782
Contig_57994	9	47.027
Contig_101240	9	5.101
Contig_3200	9	10.250
Soc895	9	68.444
Dla69	9	15.311
Contig_76354	9	42.276
Contig_26487	9	53.338
Contig_5374	9	54.908
Soc558	9	40.345
Lcr03	9	35.230
Contig_57642	9	66.520
Contig_30453	9	49.845
Contig_25315	9	5.101
Soc563	9	5.726
Contig_1283	9	4.788
Contig_162	9	34.602
Contig_17543	9	35.230
Contig_7661	9	47.027
Contig_30988	9	47.027
Contig_29439	9	14.065
Contig_75876	9	0.000
Soc711	9	66.520
Contig_2288	9	54.283
Contig_50588	9	54.283
Contig_5913	9	54.908
Contig_40426	9	7.650
Contig_5999	9	52.392
Contig_27989	9	52.392
Contig_18794	9	16.782
Contig_3632	9	11.516
Soc409	9	14.065
Contig_66704	9	3.848
Soc989	9	63.226
Contig_26225	9	43.686
Contig_40760	9	71.044
Contig_2674	9	28.041
Contig_16964	9	38.920
Soc428	9	13.440
Contig_24458	9	68.782
Soc1151	9	53.017
Contig_14652	9	12.478
Contig_64606	9	55.545
Soc525	9	61.302
Contig_5362	9	34.602
Contig_38105	9	58.213
Soc995	9	47.027
Contig_31412	9	38.920
Contig_2042	9	4.084
Soc623	9	3.848
Contig_11906	9	13.440
Contig_33947	9	68.782
Contig_55331	9	8.950
Contig_26660	9	0.000
Soc575	9	16.782
Contig_14601	9	14.594
Contig_101565	9	38.920
Contig_71479	9	7.650
Contig_448	9	13.440
Dla91	9	19.812
Contig_18157	9	56.181
Contig_28082	9	54.596
Contig_2506	9	13.440
Contig_36020	9	54.908
Contig_93840	9	53.338
Contig_5729	9	4.476
Contig_57674	10	75.435
Contig_15052	10	78.660
Contig_9705	10	72.836
Contig_62598	10	47.585
Soc686	10	32.933
Contig_18621	10	56.503
Contig_34242	10	31.115
Contig_9338	10	78.660
Contig_29503	10	36.090
Contig_11649	10	15.220
Contig_38648	10	11.711
Contig_63606	10	78.035
Contig_47989	10	68.641
Contig_12459	10	72.836
Contig_23868	10	7.768
Soc1065	10	12.023
Contig_19656	10	7.768
Contig_17992	10	29.146
Contig_19602	10	35.465
Contig_3477	10	62.895
Contig_61091	10	78.660
Contig_31364	10	68.970
Contig_16292	10	78.660
Contig_12856	10	45.698
Contig_7034	10	13.292
Soc9	10	4.763
Soc50	10	78.660
Contig_5437	10	49.694
Contig_28816	10	67.046
Contig_9671	10	4.763
Contig_27201	10	22.162
Contig_4294	10	24.026
Contig_80727	10	2.224
Contig_10665	10	29.894
Contig_14830	10	78.035
Contig_103658	10	9.507
Contig_30639	10	68.641
Contig_24202	10	29.146
Dla96	10	11.711
Contig_29474	10	37.153
Contig_10898	10	38.602
Contig_16927	10	43.820
Contig_60508	10	22.183
Contig_20213	10	78.035
Soc423	10	10.773
Contig_14136	10	0.000
Soc1020	10	70.236
Contig_33698	10	30.873
Contig_45139	10	36.375
Soc1087	10	65.126
Soc557	10	78.660
Contig_21372	10	11.711
Contig_12860	10	11.398
Dla105	10	32.933
Contig_7865	10	9.507
Soc927	11	69.992
Contig_38218	11	31.927
Contig_26505	11	23.198
Contig_13115	11	4.475
Contig_25552	11	1.875
Contig_63272	11	63.662
Contig_5795	11	52.941
Contig_39162	11	4.475
Contig_69197	11	48.171
Contig_31873	11	70.024
Contig_48827	11	1.875
Contig_4979	11	3.175
Contig_30256	11	68.117
Soc688	11	1.250
Contig_207	11	3.175
Contig_11396	11	64.927
Contig_97595	11	38.882
Soc665	11	34.217
Contig_14114	11	8.310
Soc1141	11	32.942
Contig_9451	11	21.905
Soc548	11	8.310
Contig_1974	11	56.269
Contig_8571	11	21.285
Contig_62131	11	23.161
Soc573	11	54.378
Soc19	11	29.637
Contig_48256	11	7.685
Contig_5570	11	8.310
Contig_15187	11	11.792
Soc1128	11	22.530
Soc652	11	0.000
Contig_1918	11	42.660
Contig_1236	11	21.545
Contig_38299	11	62.279
Contig_10628	11	27.990
Contig_16607	11	8.960
Contig_1597	11	38.882
Contig_46639	11	38.882
Contig_15850	11	34.217
Soc1008	11	45.149
Contig_11974	11	29.637
Contig_8095	11	5.751
Soc1044	11	11.792
Soc648	11	68.742
Contig_31905	11	8.310
Soc1090	11	36.607
Soc790	11	16.541
Soc693	11	66.193
Contig_1096	11	64.915
Contig_1745	11	26.343
Contig_10824	11	21.678
Contig_1852	11	21.905
Contig_3268	11	22.530
Soc746	11	31.927
Contig_29067	11	4.475
Soc565	11	63.662
Contig_20998	11	1.875
Contig_1823	11	15.275
Contig_2467	11	68.117
Contig_129	11	35.484
Contig_2603	11	23.161
Contig_10979	12	28.385
Contig_53026	12	35.122
Contig_27060	12	1.266
Contig_42920	12	34.299
Contig_85035	12	17.977
Contig_8327	12	52.040
Contig_38247	12	68.433
Contig_51707	12	70.986
Contig_5484	12	55.181
Contig_102220	12	52.040
Contig_18991	12	52.040
Contig_15869	12	17.977
Soc596	12	41.553
Soc602	12	54.556
Contig_33841	12	17.592
Contig_12832	12	65.823
Contig_25827	12	54.556
Contig_10817	12	29.204
Contig_36998	12	43.166
Contig_50090	12	13.197
Contig_47833	12	75.462
Contig_8602	12	67.808
Contig_77943	12	17.977
Contig_2058	12	68.433
Contig_18129	12	49.971
Contig_38120	12	42.334
Contig_7484	12	74.366
Contig_88910	12	40.775
Contig_3844	12	66.542
Contig_8672	12	66.542
Contig_9460	12	17.206
Soc943	12	35.122
Contig_4454	12	55.806
Contig_1806	12	30.527
Contig_24692	12	35.122
Contig_9344	12	44.780
Contig_9822	12	27.177
Contig_60597	12	0.000
Contig_23162	12	32.579
Contig_28025	12	35.446
Soc834	12	75.462
Contig_35671	12	17.206
Contig_88072	12	36.673
Contig_17623	12	21.058
Soc538	12	35.122
Contig_3860	12	35.895
Contig_20168	12	66.542
Soc592	12	9.189
Contig_21092	12	69.058
Soc429	12	41.553
Soc49	12	58.355
Soc1041	12	50.655
Contig_30272	12	35.895
Soc587	12	1.266
Contig_61685	12	32.045
Soc679	12	69.058
Soc909	12	68.433
Soc1048	12	25.986
Soc1082	12	53.290
Contig_10966	12	70.022
Soc641	12	41.553
Contig_43723	12	13.197
Contig_354	12	55.806
Contig_542	12	25.131
Soc718	12	44.780
Contig_4061	12	74.366
Contig_66678	13	68.766
Contig_26930	13	11.724
Contig_32195	13	9.208
Contig_23887	13	2.667
Contig_45648	13	68.592
Contig_95374	13	55.302
Contig_13682	13	66.076
Contig_21558	13	16.708
Soc926	13	32.193
Dla04	13	48.340
Contig_2343	13	48.043
Contig_64438	13	66.076
Contig_15868	13	62.967
Contig_16461	13	9.208
Soc713	13	11.724
Contig_10041	13	42.419
Contig_31157	13	43.685
Soc766	13	9.521
Contig_53163	13	41.169
Contig_40869	13	54.677
Contig_3250	13	25.786
Contig_3284	13	2.667
Contig_63257	13	55.302
Soc555	13	70.464
Contig_73389	13	67.761
Mmi06	13	10.458
Contig_29779	13	70.464
Contig_58894	13	11.724
Contig_37968	13	11.724
Contig_15899	13	29.644
Contig_1900	13	32.193
Contig_19379	13	9.833
Contig_104646	13	29.644
Contig_25425	13	54.677
Contig_7266	13	21.270
Contig_3753	13	43.685
Soc85	13	32.193
Contig_2060	13	70.609
Contig_10277	13	32.193
Soc607	13	69.213
Contig_88237	13	66.076
Contig_66331	13	68.592
Contig_55047	13	51.383
Soc507	13	64.810
Contig_67276	13	68.766
Contig_17046	13	12.349
Soc1047	13	69.213
Soc1157	13	36.620
Contig_3290	13	32.193
Soc1095	13	49.459
Contig_2419	13	29.644
Soc1109	13	49.459
Contig_32815	13	68.940
Soc983	13	69.213
Contig_44101	13	32.193
Contig_23698	13	42.419
Contig_13367	13	68.592
Contig_3747	13	55.302
Soc1155	13	68.592
Contig_8622	13	32.193
Contig_10230	13	29.644
Soc612	13	66.076
Contig_53377	13	68.766
Contig_18498	13	49.459
Contig_64456	13	69.213
Contig_7773	13	29.644
Soc716	13	5.199
Contig_13642	13	23.347
Lcr07	13	0.000
Contig_18748	13	29.644
Contig_55954	14	63.082
Contig_12087	14	56.043
Contig_92314	14	5.744
Contig_27026	14	65.062
Contig_71691	14	48.976
Contig_1560	14	25.093
Soc510	14	71.413
Contig_42240	14	48.976
Contig_16452	14	9.214
Contig_22948	14	68.897
Contig_39511	14	65.062
Contig_11500	14	5.744
Contig_2541	14	7.635
Soc1068	14	71.413
Contig_78387	14	17.544
Soc645	14	61.375
Contig_24293	14	29.544
Contig_77217	14	6.369
Soc715	14	52.801
Contig_20915	14	69.530
Contig_466	14	0.000
Contig_15949	14	65.062
Contig_67449	14	66.996
Soc689	14	68.897
Contig_21058	14	59.222
Contig_44120	14	51.287
Contig_4561	14	25.718
Contig_9311	14	29.544
Contig_57092	14	31.808
Soc850	14	46.434
Contig_29509	14	17.544
Contig_6681	14	5.744
Contig_13809	14	4.060
Soc1060	14	15.653
Contig_60654	14	3.813
Contig_45878	14	25.718
Contig_68440	14	45.809
Soc1133	14	70.163
Soc1134	14	70.163
Soc700	14	3.225
Soc651	14	7.635
Contig_93778	14	68.897
Contig_16777	14	17.544
Soc524	14	0.000
Contig_45314	14	26.983
Contig_15747	14	9.526
Contig_4226	14	18.810
Soc1108	14	45.809
Contig_2334	14	43.305
Contig_538	14	7.635
Contig_70761	14	70.788
Contig_26441	14	6.369
Contig_10413	14	70.788
Dla16	14	8.901
Contig_14548	14	70.788
Contig_10322	14	45.809
Contig_23991	14	45.809
Contig_29000	14	26.983
Dla09	14	56.826
Soc967	14	59.222
Contig_2682	14	46.434
Contig_5976	14	68.272
Contig_18320	14	25.718
Contig_16402	14	39.143
Soc595	14	68.272
Contig_11670	14	66.667
Contig_5223	14	25.093
Contig_7270	14	0.000
Soc598	14	5.744
Soc699	14	46.434
Soc733	14	65.062
Contig_39196	15	30.392
Contig_42800	15	23.718
Contig_11207	15	22.468
Contig_4927	15	2.618
Contig_27778	15	38.285
Soc1064	15	30.705
Contig_47085	15	18.048
Contig_25290	15	3.553
Contig_48441	15	21.721
Contig_12632	15	19.420
Contig_17750	15	18.673
Contig_13690	15	31.333
Contig_10005	15	30.985
Soc672	15	9.049
Contig_5298	15	0.000
Contig_6377	15	25.204
Contig_70023	15	57.014
Contig_19503	15	18.673
Contig_26858	15	9.674
Contig_1311	15	14.232
Contig_42662	15	51.900
Contig_2149	15	51.900
Contig_1788	15	20.036
Soc1148	15	15.499
Contig_9025	15	14.232
Contig_61930	15	9.362
Contig_80248	15	1.984
Soc676	15	1.351
Contig_9662	15	51.900
Contig_105401	15	18.673
Contig_8081	15	35.769
Contig_50480	15	36.548
Contig_4075	15	49.381
Contig_52224	15	23.718
Contig_6281	15	32.605
Soc606	15	3.864
Contig_9990	15	33.878
Contig_15103	15	23.718
Contig_6486	15	49.381
Contig_21442	15	1.351
Soc508	15	26.690
Contig_39204	15	3.243
Contig_11510	15	10.413
Contig_39635	15	7.158
Contig_33881	15	28.206
Contig_79640	15	55.377
Contig_21797	15	15.499
Contig_10826	15	11.152
Contig_8185	15	16.124
Contig_26472	15	50.006
Contig_29577	15	37.023
Contig_36223	15	30.705
Contig_11145	15	9.674
Contig_4024	15	23.718
Contig_44709	15	28.175
Contig_4136	15	29.661
Contig_54312	15	16.124
Contig_13864	15	26.690
Contig_85279	15	51.900
Dla28	15	35.769
Contig_27294	15	62.112
Soc554	15	8.424
Contig_9614	15	58.264
Soc437	15	2.618
Dla79	15	16.124
Contig_20195	15	18.673
Contig_19458	15	3.534
Soc601	15	35.144
Soc675	15	1.351
Contig_41386	15	39.970
Contig_26324	15	22.468
Contig_1015	15	30.705
Contig_57321	15	35.457
Soc697	16	26.099
Contig_26584	16	52.951
Contig_167	16	35.320
Contig_13002	16	1.250
Contig_4129	16	63.534
Contig_6059	16	52.386
Contig_18429	16	0.625
Contig_106122	16	0.938
Contig_36831	16	77.826
Contig_93882	16	52.386
Soc1156	16	0.000
Contig_4960	16	35.320
Contig_28122	16	0.625
Contig_106014	16	35.320
Contig_66355	16	59.526
Contig_29848	16	70.120
Contig_12128	16	63.534
Contig_47389	16	16.600
Contig_26989	16	71.139
Contig_20391	16	46.512
Contig_28647	16	0.625
Contig_18072	16	26.099
Contig_15461	16	71.139
Dla60	16	32.130
Soc999	16	5.262
Contig_30269	16	20.270
Contig_19669	16	47.918
Soc550	16	64.159
Dla84	16	6.538
Contig_34953	16	68.650
Soc512	16	0.000
Contig_3074	16	58.259
Contig_7218	16	52.386
Contig_19571	16	48.621
Contig_47606	16	28.243
Contig_5420	16	46.512
Contig_52749	16	69.761
Contig_31620	16	43.282
Contig_91950	16	28.243
Contig_14639	16	7.815
Contig_27803	16	7.815
Contig_21305	16	61.530
Contig_14065	16	24.170
Contig_913	16	70.496
Contig_41704	16	28.243
Contig_26622	16	7.190
Contig_63256	16	51.534
Soc533	16	0.625
Soc1139	16	32.130
Contig_16439	16	0.625
Contig_43908	16	0.625
Contig_5081	16	58.259
Soc994	16	69.275
Soc647	16	28.940
Contig_41772	16	16.600
Soc941	16	66.759
Contig_23439	16	1.250
Contig_27116	16	67.384
Soc421	16	71.139
Contig_96382	16	47.215
Soc1104	16	0.625
Contig_22079	16	6.538
Soc1067	16	40.080
Contig_1923	16	68.650
Contig_1373	17	4.069
Soc1072	17	51.683
Soc731	17	51.683
Contig_32256	17	31.994
Soc933	17	4.694
Contig_2997	17	4.694
Contig_695	17	66.441
Lcr08	17	18.943
Contig_23825	17	61.343
Contig_10198	17	4.069
Contig_57461	17	43.995
Contig_16690	17	69.691
Contig_911	17	46.067
Contig_42280	17	40.571
Contig_29550	17	4.069
Contig_50574	17	66.441
Contig_4677	17	61.968
Contig_24314	17	53.085
Contig_56723	17	35.311
Soc637	17	23.487
Contig_41724	17	61.343
Soc921	17	58.743
Contig_3031	17	39.756
Contig_55349	17	16.411
Soc681	17	17.677
Contig_11080	17	67.704
Soc618	17	4.694
Contig_2014	17	51.683
Contig_59286	17	6.141
Contig_2547	17	66.441
Contig_3199	17	67.707
Contig_3903	17	45.287
Soc810	17	37.522
Contig_5473	17	4.069
Contig_51690	17	54.774
Soc649	17	16.411
Contig_61329	17	4.694
Contig_33873	17	13.862
Contig_67817	17	52.633
Contig_3471	17	2.819
Contig_10605	17	57.352
Soc422	17	4.069
Contig_29858	17	48.462
Contig_57040	17	31.101
Contig_6334	17	8.369
Contig_6925	17	51.683
Contig_1453	17	67.707
Contig_98312	17	4.694
Contig_17415	17	42.131
Contig_73579	17	65.816
Contig_22273	17	68.699
Contig_779	17	0.000
Contig_13196	17	51.683
Soc1027	17	27.849
Contig_36756	17	29.475
Contig_30046	17	16.411
Contig_1949	17	4.694
Contig_11403	17	8.999
Contig_25937	17	66.441
Contig_17017	17	5.418
Contig_59391	17	55.031
Contig_34655	17	63.892
Contig_21381	17	19.568
Soc880	17	31.101
Contig_12757	17	14.487
Soc975	17	61.968
