locus	lg	pos
Soc419	7	15.375
Soc678	7	68.212
Contig_9159	7	5.757
Contig_49244	7	0.000
Contig_9144	7	69.656
Dla43	7	7.190
Soc615	7	71.789
Contig_28920	7	66.768
Contig_21687	7	5.054
Soc940	7	4.351
Contig_6525	7	74.635
Contig_31352	7	2.942
Contig_59073	7	22.678
Contig_28977	7	73.551
Soc724	7	6.483
Contig_55722	7	4.351
Contig_29062	7	5.054
Soc726	7	72.493
Soc792	7	5.054
Contig_47513	7	70.008
Contig_2038	7	70.360
Soc682	7	22.692
Contig_41436	7	25.891
Soc206	7	66.063
Soc826	7	10.933
Contig_100023	7	66.063
Contig_14206	7	66.415
Soc621	7	70.360
Soc1098	7	66.063
Dla44	7	6.483
Soc580	8	69.283
Contig_8511	8	39.989
Contig_36739	8	62.861
Contig_10122	8	58.599
Contig_5875	8	17.508
Contig_2626	8	14.517
Contig_32648	8	1.595
Contig_532	8	40.719
Contig_11584	8	70.060
Contig_13694	8	4.428
Contig_19367	8	2.363
Soc402	8	66.445
Contig_21739	8	62.861
Soc638	8	1.595
Dla02	8	32.619
Soc1126	8	55.755
Contig_75530	8	37.368
Contig_54730	8	57.187
Contig_49444	8	1.860
Contig_39568	8	68.579
Soc552	8	55.755
Soc671	8	37.672
Soc1091	8	69.283
Contig_99897	8	65.741
Contig_4079	8	55.050
Contig_5952	8	62.861
Contig_11161	8	73.752
Contig_11615	8	39.573
Soc806	8	0.172
Contig_6353	8	44.669
Contig_39212	8	42.879
Contig_14123	8	64.301
Contig_25402	8	30.478
Soc576	8	69.283
Soc988	8	6.565
Soc639	8	41.241
Contig_18951	8	0.000
Contig_5422	8	1.595
Contig_14438	8	1.595
Soc694	8	60.357
Soc800	8	26.339
Contig_29931	8	70.703
Contig_67859	8	62.861
Contig_12705	8	61.432
Soc1129	8	36.973
Soc631	8	17.508
Soc620	8	36.973
Contig_27606	8	62.861
Contig_74800	8	2.866
Contig_4766	8	64.301
Contig_48742	8	55.050
Contig_12793	8	65.741
Contig_8180	8	60.728
Soc401	8	67.150
Contig_6076	8	69.283
Contig_12462	8	1.595
Soc890	9	28.614
Contig_106791	9	16.928
Soc409	9	21.996
Contig_29580	9	77.403
Soc536	9	71.683
Contig_28305	9	63.614
Contig_16932	9	57.761
Contig_33405	9	37.136
Contig_5848	9	28.614
Contig_66305	9	67.579
Contig_43851	9	0.000
Soc428	9	21.996
Contig_12622	9	11.859
Soc1151	9	66.001
Contig_26487	9	75.270
Contig_32689	9	75.270
Soc558	9	57.761
Soc525	9	76.996
Contig_28268	9	2.976
Lcr03	9	45.862
Contig_21958	9	75.270
Contig_18086	9	77.403
Soc995	9	63.614
Soc562	9	44.099
Contig_24593	9	77.403
Soc563	9	11.859
Soc623	9	7.091
Contig_66941	9	75.270
Contig_27674	9	71.726
Contig_12158	9	76.996
Soc575	9	26.179
Contig_75876	9	3.682
Contig_18915	9	62.087
Contig_28910	9	76.996
Dla91	9	28.614
Soc711	9	77.403
Contig_50145	9	0.000
Contig_36020	9	74.563
Contig_70442	9	37.136
Contig_25867	10	73.862
Soc686	10	30.241
Contig_25807	10	73.862
Contig_8535	10	4.638
Dla94	10	39.805
Contig_20317	10	8.389
Soc1094	10	5.343
Contig_47989	10	73.862
Contig_58870	10	73.862
Contig_6243	10	12.413
Contig_19914	10	73.862
Contig_113	10	78.231
Contig_1720	10	52.277
Contig_4773	10	30.241
Soc1065	10	6.047
Contig_6721	10	47.601
Contig_26559	10	39.805
Mmi10	10	73.862
Contig_31364	10	72.366
Contig_25685	10	15.693
Contig_20205	10	63.745
Soc50	10	75.270
Contig_5437	10	58.680
Contig_27201	10	17.144
Contig_22159	10	6.047
Contig_20086	10	12.413
Contig_75800	10	44.240
Dla96	10	2.870
Contig_35121	10	25.918
Contig_36711	10	27.640
Contig_72883	10	72.366
Contig_8734	10	0.729
Soc843	10	0.000
Contig_21372	10	17.264
Contig_12860	10	2.792
Contig_554	10	41.567
Contig_73242	11	50.738
Soc927	11	80.397
Contig_18818	11	47.497
Contig_26746	11	47.542
Contig_13624	11	42.963
Contig_79849	11	32.510
Contig_47425	11	79.683
Contig_22497	11	30.686
Contig_56743	11	20.837
Contig_48827	11	3.744
Soc688	11	2.954
Contig_26682	11	4.534
Soc665	11	37.282
Contig_86192	11	20.837
Contig_51824	11	2.954
Contig_68171	11	78.968
Contig_32519	11	78.968
Contig_89279	11	12.459
Contig_76983	11	78.968
Contig_29090	11	20.837
Soc573	11	55.653
Soc19	11	30.686
Contig_1464	11	5.324
Soc778	11	30.686
Contig_45744	11	0.000
Contig_20298	11	24.864
Contig_46639	11	39.569
Contig_39032	11	78.968
Soc1044	11	16.465
Contig_4301	11	9.443
Soc648	11	78.968
Soc1090	11	37.282
Soc790	11	18.651
Soc693	11	77.539
Contig_5468	11	6.114
Contig_16479	11	24.864
Soc565	11	72.981
Contig_19865	11	37.282
Contig_20730	12	88.172
Contig_26919	12	36.704
Contig_11657	12	46.166
Contig_4308	12	27.242
Contig_72269	12	36.704
Contig_28605	12	92.477
Contig_24981	12	90.132
Contig_18991	12	67.823
Contig_15869	12	25.454
Soc834	12	92.477
Soc596	12	57.968
Contig_17623	12	32.793
Contig_30468	12	91.763
Soc835	12	51.935
Contig_61717	12	73.567
Contig_20168	12	86.760
Soc592	12	25.454
Contig_7594	12	92.477
Soc736	12	81.495
Contig_6398	12	87.468
Soc49	12	76.230
Contig_88777	12	47.595
Contig_921	12	56.302
Soc1041	12	65.908
Contig_11834	12	92.477
Contig_36529	12	25.454
Contig_32915	12	27.242
Soc587	12	3.042
Contig_38120	12	57.968
Contig_19152	12	46.166
Soc679	12	91.048
Contig_8321	12	0.000
Contig_52798	12	68.762
Contig_8845	12	27.242
Soc943	12	46.166
Soc1082	12	72.688
Contig_11033	12	95.800
Contig_90642	12	74.446
Contig_20774	12	88.172
Contig_24692	12	48.450
Soc641	12	57.968
Contig_23061	12	88.172
Soc718	12	60.912
Contig_8685	13	7.136
Contig_3753	13	54.185
Contig_56923	13	0.000
Soc85	13	38.718
Contig_3820	13	11.694
Soc607	13	75.211
Soc507	13	70.219
Contig_2499	13	55.027
Contig_63403	13	74.506
Contig_6955	13	2.103
Contig_31388	13	4.961
Soc1095	13	57.721
Soc926	13	47.724
Soc905	13	74.506
Soc1109	13	58.134
Dla04	13	56.730
Contig_6093	13	65.968
Contig_53258	13	65.088
Soc713	13	11.694
Contig_94624	13	2.103
Soc766	13	8.327
Contig_13367	13	74.506
Contig_3720	13	66.880
Contig_56840	13	11.694
Contig_63899	13	37.846
Soc1155	13	74.506
Contig_48834	13	16.910
Contig_3284	13	1.904
Contig_2711	13	20.062
Soc930	13	8.327
Contig_53377	13	74.506
Soc612	13	74.506
Contig_9791	13	8.327
Contig_35126	13	75.211
Contig_64456	13	74.506
Mmi06	13	11.694
Contig_18204	13	58.134
Contig_31805	13	72.363
Contig_8257	13	7.136
Soc716	13	4.961
Contig_38600	13	75.211
Contig_72112	13	42.762
Contig_18748	13	36.871
Contig_41222	14	36.839
Contig_68440	14	42.302
Soc1133	14	69.638
Contig_24879	14	66.075
Contig_12599	14	38.657
Soc1134	14	71.067
Contig_14455	14	4.923
Soc510	14	72.495
Contig_93778	14	71.067
Soc651	14	4.571
Soc700	14	2.396
Contig_42240	14	48.472
Contig_14799	14	43.714
Contig_16250	14	26.631
Contig_45920	14	4.571
Contig_12530	14	5.275
Soc524	14	2.396
Contig_16938	14	62.762
Contig_61638	14	0.000
Contig_24826	14	11.558
Contig_94035	14	43.009
Soc574	14	71.067
Soc1108	14	42.302
Contig_40488	14	5.275
Contig_33887	14	21.071
Contig_47822	14	4.571
Contig_34907	14	65.251
Soc1068	14	72.488
Contig_51792	14	66.075
Contig_17453	14	57.075
Soc645	14	59.332
Soc715	14	50.920
Soc1038	14	67.857
Contig_7077	14	16.964
Contig_70761	14	71.777
Contig_31799	14	43.009
Dla16	14	5.275
Soc1076	14	4.571
Soc967	14	55.975
Dla09	14	53.447
Soc689	14	68.209
Contig_15338	14	63.582
Contig_16402	14	35.992
Soc595	14	67.504
Contig_22626	14	48.787
Contig_4561	14	21.071
Contig_7270	14	1.691
Contig_7391	14	75.915
Contig_64439	14	24.927
Soc850	14	43.714
Soc598	14	2.396
Soc699	14	45.143
Soc1060	14	11.558
Contig_9040	14	32.900
Soc733	14	66.075
Soc606	15	0.029
Contig_42093	15	3.623
Contig_26681	15	51.632
Contig_32198	15	53.775
Contig_21639	15	45.105
Soc508	15	41.463
Contig_7216	15	1.444
Contig_4434	15	20.682
Contig_11510	15	11.395
Contig_14976	15	18.918
Contig_10826	15	6.352
Contig_26472	15	72.892
Contig_83140	15	36.255
Soc672	15	3.623
Contig_18114	15	71.864
Contig_4136	15	43.600
Contig_5264	15	15.147
Contig_28389	15	66.257
Contig_2149	15	72.892
Soc1148	15	16.015
Contig_14862	15	20.682
Soc554	15	3.623
Contig_19199	15	3.623
Contig_15993	15	74.300
Dla59	15	32.099
Contig_59464	15	72.528
Dla79	15	16.720
Soc442	15	75.750
Contig_77944	15	77.473
Contig_29464	15	74.300
Soc560	15	0.000
Contig_4689	15	9.697
Soc675	15	0.029
Contig_13828	15	69.282
Contig_27966	15	3.623
Contig_31171	15	21.857
Contig_6791	15	51.670
Soc697	16	36.856
Contig_75761	16	79.833
Soc512	16	4.994
Contig_7343	16	36.856
Contig_1436	16	10.452
Contig_101279	16	8.996
Contig_41775	16	22.032
Contig_17360	16	9.111
Soc888	16	32.487
Contig_21130	16	0.000
Contig_1759	16	40.426
Contig_19539	16	48.631
Soc773	16	22.840
Contig_16651	16	27.881
Soc1156	16	4.994
Contig_12431	16	4.351
Soc609	16	82.691
Contig_30701	16	77.099
Contig_57225	16	5.371
Contig_4960	16	41.130
Contig_39384	16	14.749
Contig_12351	16	41.834
Contig_33082	16	55.570
Contig_78	16	0.000
Soc533	16	12.574
Contig_23817	16	22.840
Contig_11762	16	6.076
Contig_47534	16	14.749
Contig_18654	16	35.359
Soc662	16	31.779
Soc994	16	84.120
Contig_63124	16	36.856
Contig_43079	16	20.430
Soc647	16	39.721
Soc941	16	81.262
Dla60	16	41.834
Soc999	16	16.178
Soc421	16	84.825
Contig_6436	16	41.834
Soc550	16	79.833
Contig_96382	16	57.329
Dla84	16	32.487
Soc1104	16	12.574
Contig_1373	17	0.704
Soc1072	17	50.221
Contig_6381	17	70.986
Dla89	17	44.973
Contig_14619	17	0.871
Contig_17094	17	65.487
Contig_9604	17	32.011
Contig_39896	17	70.952
Soc933	17	0.704
Contig_8638	17	34.519
Contig_38333	17	6.423
Contig_33873	17	5.715
Contig_77726	17	18.440
Contig_723	17	0.000
Contig_45788	17	0.871
Contig_11245	17	15.431
Contig_57040	17	22.882
Contig_6334	17	4.099
Contig_27794	17	0.871
Contig_10214	17	27.778
Contig_36718	17	10.185
Contig_17415	17	34.519
Soc705	17	73.815
Soc1027	17	22.178
Contig_1905	17	44.810
Contig_36009	17	0.000
Contig_42280	17	38.019
Contig_4677	17	68.175
Contig_87726	17	0.871
Contig_25937	17	70.952
Soc976	17	0.704
Contig_151	17	4.083
Soc637	17	18.440
Contig_1903	17	10.185
Contig_38617	17	33.263
Soc921	17	63.672
Contig_17017	17	2.483
Contig_10967	17	69.127
Contig_3031	17	34.519
Contig_57671	17	22.882
Soc681	17	7.950
Soc770	17	20.661
Soc975	17	67.302
Contig_74703	17	39.695
Contig_622	17	0.704
Soc880	17	24.291
Soc618	17	0.000
Lcr14	17	47.871
Soc785	17	18.440
Contig_54685	17	65.487
Soc1124	17	38.033
Contig_85441	17	22.882
Contig_2547	17	70.952
Contig_10131	17	42.310
Contig_36577	18	75.700
Soc661	18	38.384
Soc431	18	57.712
Contig_29312	18	41.052
Contig_9756	18	13.532
Contig_841	18	12.475
Contig_52548	18	10.347
Contig_35477	18	5.926
Contig_38804	18	68.072
Soc668	18	4.518
Contig_93619	18	57.712
Contig_42094	18	9.214
Contig_35109	18	5.222
Contig_59648	18	0.000
Contig_65091	18	7.184
Contig_78618	18	55.366
Soc629	18	47.357
Contig_38502	18	31.497
Contig_84850	18	60.595
Contig_28882	18	5.926
Contig_28763	18	75.700
Contig_46423	18	78.326
Soc424	18	75.348
Contig_23554	18	65.325
Soc443	18	76.052
Contig_81929	18	76.052
Contig_7670	18	4.870
Contig_81102	18	56.704
Soc666	18	5.926
Contig_24534	18	76.052
Contig_486	18	5.222
Contig_6173	18	2.779
Contig_40076	18	57.712
Soc581	18	74.643
Contig_6831	18	78.354
Contig_68236	18	75.700
Soc650	18	74.643
Contig_77645	18	68.072
Soc1022	18	48.786
Contig_35374	18	76.052
Soc1127	18	76.052
Soc1089	18	4.518
Soc821	18	76.052
Soc703	18	4.518
Contig_8346	18	47.357
Soc567	18	5.222
Contig_34833	18	5.222
Mmi11	18	5.926
Contig_16328	18	76.795
Contig_29015	18	46.173
Soc667	18	20.906
Contig_8642	19	26.459
Contig_70025	19	20.394
Soc897	19	5.013
Soc1081	19	51.307
Soc844	19	23.662
Contig_27134	19	53.989
Soc758	19	49.888
Contig_75005	19	12.400
Soc1006	19	50.603
Soc903	19	21.823
Soc1051	19	14.575
Dla01	19	9.455
Contig_101140	19	50.955
Soc684	19	29.369
Soc535	19	62.436
Soc439	19	28.293
Soc884	19	0.000
Contig_9869	19	51.307
Contig_12814	19	20.003
Soc569	19	36.900
Soc1066	19	57.279
Contig_54995	19	3.358
Soc669	19	14.575
Soc532	19	58.698
Soc659	19	1.226
Contig_102963	19	56.564
Soc929	19	58.698
Soc529	19	66.994
Contig_87980	19	16.881
Soc887	19	57.993
Soc919	19	5.013
Contig_41313	19	47.474
Contig_13982	19	10.928
Soc1032	19	28.293
Contig_30660	19	64.715
Contig_8792	19	51.307
Contig_33889	19	56.564
Dla71	19	12.400
Soc965	19	51.307
Contig_11445	19	1.226
Contig_21462	20	50.428
Contig_1289	20	59.558
Soc753	20	11.432
Contig_6560	20	84.098
Contig_43170	20	17.783
Contig_40577	20	50.428
Contig_8952	20	63.912
Contig_38207	20	6.779
Contig_393	20	12.136
Contig_19215	20	6.779
Contig_1943	20	56.744
Soc622	20	2.831
Soc559	20	44.106
Contig_19121	20	20.955
Contig_5107	20	17.783
Contig_30158	20	0.374
Dla72	20	66.804
Soc935	20	12.136
Contig_73216	20	1.404
Contig_9865	20	2.831
Soc613	20	55.100
Soc721	20	0.000
Contig_10006	20	23.092
Contig_13501	20	3.535
Contig_67625	20	22.388
Contig_47600	20	51.488
Contig_30476	20	2.807
Soc916	20	55.100
Contig_10088	20	3.535
Contig_9093	20	55.100
Soc931	20	0.699
Contig_33583	20	49.368
Soc630	20	24.525
Soc516	20	55.100
Contig_94448	20	10.727
Contig_14166	20	1.404
Soc729	20	44.106
Soc968	20	0.000
Soc1111	20	73.450
Contig_16876	20	19.526
Contig_26653	20	26.132
Soc970	21	11.471
Soc761	21	0.000
Lcr04	21	4.965
Soc619	21	4.965
Contig_48161	21	66.691
Contig_75639	21	47.784
Soc913	21	34.365
Contig_17183	21	21.563
Contig_15075	21	73.481
Soc543	21	2.831
Contig_555	21	59.606
Contig_2917	21	52.811
Soc1075	21	4.965
Contig_42950	21	64.126
Contig_1122	21	31.964
Soc807	21	11.471
Contig_24667	21	13.605
Contig_20886	21	53.515
Soc680	21	72.073
Contig_20428	21	66.691
Contig_4648	21	67.081
Soc1037	21	15.034
Contig_32917	21	3.536
Soc1052	21	13.605
Contig_24004	21	1.416
Contig_10209	21	44.177
Contig_71936	21	69.960
Soc571	21	69.256
Soc767	21	17.189
Contig_2519	21	56.068
Contig_35605	21	65.150
Contig_57751	21	66.691
Contig_10881	21	3.536
Soc635	21	2.831
Contig_56266	21	4.965
Soc578	21	21.563
Soc687	21	46.194
Soc642	21	77.832
Soc775	21	16.080
Contig_88700	21	2.831
Contig_41568	21	39.803
Contig_4443	21	73.481
Contig_38181	21	7.098
Soc644	21	70.664
Contig_8325	21	69.256
Contig_7495	21	4.965
Contig_39603	21	16.080
Contig_33574	22	35.516
Contig_8793	22	55.713
Contig_31194	22	48.015
Soc865	22	42.503
Contig_18736	22	0.410
Contig_51080	22	71.931
Contig_72963	22	44.477
Contig_44927	22	43.844
Contig_56379	22	69.073
Soc657	22	40.703
Contig_14179	22	1.701
Contig_35102	22	18.071
Contig_24449	22	55.713
Soc544	22	18.071
Lcr12	22	69.073
Soc616	22	28.616
Soc140	22	30.864
Contig_72221	22	53.031
Contig_19620	22	2.557
Contig_46783	22	39.816
Contig_87445	22	42.503
Contig_1886	22	4.264
Contig_305	22	0.863
Contig_11925	22	4.264
Contig_1401	22	61.853
Soc505	22	14.422
Contig_20571	22	72.078
Soc656	22	69.073
Contig_74471	22	1.307
Contig_21169	22	0.000
Contig_5439	22	0.000
Soc655	22	1.701
Contig_16159	22	71.931
Contig_23290	23	46.683
Contig_99535	23	6.782
Soc971	23	43.683
Contig_85577	23	56.120
Soc588	23	44.195
Soc521	23	18.434
Contig_7783	23	17.005
Contig_14365	23	14.868
Soc522	23	18.434
Soc500	23	19.138
Contig_16997	23	5.989
Contig_26817	23	17.005
Soc527	23	17.005
Dla90	23	28.209
Contig_18314	23	29.052
Contig_22060	23	24.971
Contig_8631	23	59.587
Contig_9479	23	12.731
Contig_7348	23	50.564
Contig_60256	23	0.000
Lcr01	23	59.587
Contig_10459	23	37.041
Soc1093	23	72.621
Contig_20845	23	3.131
Contig_3528	23	52.653
Contig_32828	23	17.719
Soc506	23	19.138
Soc812	23	8.280
Contig_76127	23	48.476
Contig_8901	23	44.899
Contig_26963	23	43.171
Contig_27692	23	23.673
Soc627	23	74.807
Soc978	23	66.456
Soc590	23	60.292
Contig_53900	23	7.576
Contig_40817	23	48.476
Contig_30651	24	71.509
Contig_11990	24	71.509
Contig_31777	24	67.220
Contig_4059	24	40.172
Contig_43716	24	27.464
Contig_16010	24	29.056
Soc974	24	0.000
Contig_106863	24	70.069
Contig_86884	24	50.701
Dla85	24	35.453
Contig_32713	24	16.348
Contig_4260	24	47.075
Contig_41296	24	17.734
Contig_9872	24	31.149
Soc566	24	7.438
Soc973	24	0.704
Contig_49010	24	29.056
Contig_2752	24	40.106
Soc783	24	43.771
Contig_19179	24	43.771
Contig_146	24	29.056
Soc664	24	68.629
Contig_19316	24	20.727
Mmi04	24	11.450
Contig_1926	24	6.350
Contig_37743	24	7.438
Contig_9254	24	22.127
Soc719	24	72.952
Contig_14611	24	18.707
Contig_41579	24	35.453
Contig_40800	24	70.804
Soc541	24	5.262
Soc987	24	71.509
Contig_7526	24	7.438
Contig_3881	24	68.629
Soc1143	24	0.704
Contig_40525	24	57.847
