locus	lg	pos
Contig_12832	12	61.288
Contig_20168	12	61.238
Contig_25827	12	57.508
Soc592	12	18.378
Contig_21092	12	61.288
Contig_36998	12	55.008
Soc49	12	58.758
Contig_50090	12	26.395
Contig_8602	12	63.788
Contig_61685	12	52.515
Contig_7484	12	61.288
Contig_8672	12	63.800
Soc943	12	52.478
Soc1048	12	46.090
Contig_9460	12	34.412
Contig_4454	12	57.508
Contig_24692	12	52.478
Contig_9344	12	55.008
Contig_9822	12	47.347
Contig_354	12	57.508
Contig_60597	12	0.000
Soc718	12	55.008
Contig_4061	12	61.288
Contig_66678	13	68.312
Contig_2060	13	69.695
Contig_32195	13	13.954
Contig_88237	13	67.062
Contig_23887	13	4.196
Contig_67276	13	68.312
Contig_55047	13	60.613
Contig_17046	13	20.938
Soc1157	13	51.020
Contig_21558	13	29.648
Contig_3290	13	49.113
Soc1095	13	60.613
Soc926	13	49.113
Contig_32815	13	68.312
Dla04	13	59.363
Contig_64438	13	67.062
Contig_15868	13	65.812
Contig_44101	13	49.113
Contig_16461	13	13.954
Contig_31157	13	54.163
Contig_13367	13	68.312
Contig_23698	13	54.163
Contig_53163	13	52.913
Contig_3747	13	60.613
Contig_3250	13	44.009
Contig_3284	13	4.196
Contig_2330	13	19.688
Contig_8622	13	49.113
Contig_10230	13	47.863
Contig_53377	13	68.312
Contig_18498	13	60.613
Mmi06	13	17.156
Contig_33200	13	68.312
Contig_7773	13	47.863
Contig_19497	13	0.000
Soc716	13	6.728
Contig_58894	13	19.688
Contig_13642	13	40.154
Contig_1900	13	49.113
Contig_19379	13	15.906
Contig_104646	13	47.863
Contig_18748	13	47.863
Contig_55954	14	68.995
Contig_68440	14	63.323
Contig_45878	14	46.224
Contig_27026	14	69.566
Contig_71691	14	67.074
Soc1134	14	69.566
Contig_1560	14	44.974
Soc1007	14	33.971
Soc700	14	7.839
Contig_42240	14	67.074
Contig_16777	14	30.188
Contig_45314	14	47.474
Contig_15747	14	16.653
Contig_2541	14	12.871
Soc1108	14	63.323
Contig_4226	14	32.721
Soc1068	14	69.566
Contig_24293	14	48.724
Contig_77217	14	10.339
Soc715	14	65.824
Contig_70761	14	69.566
Contig_20915	14	69.566
Contig_466	14	0.000
Contig_26441	14	10.339
Dla16	14	15.403
Contig_23991	14	63.280
Soc1076	14	12.871
Soc967	14	68.324
Contig_29000	14	47.474
Contig_21058	14	68.324
Contig_16402	14	56.741
Soc595	14	69.566
Contig_11670	14	69.566
Contig_9311	14	48.724
Contig_5223	14	44.974
Contig_29509	14	30.188
Soc850	14	64.574
Soc598	14	9.089
Contig_6681	14	9.089
Soc699	14	64.574
Soc1060	14	27.656
Contig_13809	14	6.588
Contig_60654	14	6.588
Contig_9990	15	45.990
Contig_15103	15	39.734
Contig_39196	15	45.325
Contig_42800	15	39.734
Contig_11207	15	38.484
Soc508	15	42.234
Contig_4927	15	2.532
Contig_27778	15	48.516
Soc1064	15	45.990
Contig_47085	15	30.886
Contig_25290	15	2.532
Contig_39204	15	2.532
Contig_48441	15	37.234
Contig_39635	15	9.121
Contig_12632	15	33.386
Contig_17750	15	32.136
Contig_13690	15	46.107
Contig_21797	15	25.788
Contig_10005	15	45.990
Contig_10826	15	17.102
Contig_8185	15	27.045
Contig_26472	15	53.732
Soc672	15	12.903
Contig_29577	15	49.766
Contig_4024	15	39.734
Contig_11145	15	14.153
Contig_44709	15	43.491
Contig_6377	15	40.984
Contig_4136	15	44.747
Contig_13864	15	42.234
Contig_19503	15	32.136
Contig_85279	15	52.298
Contig_26858	15	14.153
Contig_1311	15	23.256
Contig_42662	15	52.298
Contig_2149	15	52.298
Soc1148	15	25.788
Soc554	15	11.653
Contig_9025	15	23.256
Soc437	15	2.532
Dla79	15	27.038
Contig_616	15	52.298
Contig_9662	15	52.298
Contig_105401	15	32.136
Soc675	15	0.000
Contig_50480	15	46.008
Contig_4075	15	52.298
Contig_1015	15	45.990
Contig_26324	15	38.484
Contig_57321	15	45.990
Contig_3074	16	41.473
Contig_19571	16	24.242
Contig_5420	16	20.492
Contig_26584	16	31.987
Contig_167	16	11.445
Contig_14639	16	3.848
Contig_4129	16	52.022
Contig_106122	16	3.848
Contig_913	16	64.207
Contig_106014	16	11.445
Contig_66355	16	44.005
Contig_12128	16	52.022
Contig_63256	16	29.449
Contig_26989	16	64.759
Contig_11762	16	0.000
Contig_5081	16	41.460
Soc994	16	63.517
Soc647	16	6.380
Soc941	16	58.471
Contig_23439	16	3.848
Dla60	16	8.912
Soc999	16	3.848
Contig_27116	16	59.728
Contig_19669	16	22.992
Soc421	16	64.759
Contig_96382	16	21.742
Dla84	16	3.848
Soc550	16	53.272
Soc1067	16	15.293
Contig_22079	16	3.848
Contig_34953	16	62.267
Contig_1923	16	62.267
Contig_1373	17	0.000
Contig_51690	17	33.632
Soc933	17	0.000
Contig_33873	17	2.499
Contig_10605	17	38.354
Contig_695	17	56.301
Contig_29858	17	22.927
Contig_57040	17	8.782
Contig_23825	17	46.105
Contig_10198	17	0.037
Contig_1453	17	58.832
Contig_17415	17	12.630
Contig_73579	17	55.051
Contig_16690	17	62.760
Contig_911	17	19.079
Contig_30046	17	3.749
Contig_1949	17	0.000
Contig_29550	17	0.000
Contig_42280	17	13.880
Contig_24314	17	30.564
Contig_4677	17	47.355
Contig_11403	17	1.319
Contig_25937	17	56.301
Contig_151	17	0.000
Soc637	17	4.999
Contig_34655	17	51.203
Soc921	17	40.906
Contig_41724	17	46.105
Contig_3031	17	13.880
Contig_11668	17	28.025
Soc770	17	8.782
Contig_55349	17	6.249
Contig_21381	17	6.249
Contig_12757	17	3.749
Soc975	17	47.355
Contig_11080	17	58.801
Soc785	17	6.249
Lcr14	17	26.775
Soc1124	17	13.880
Contig_2547	17	56.301
Contig_3199	17	58.832
Soc431	18	53.123
Contig_45388	18	59.373
Contig_9756	18	19.775
Contig_5761	18	23.066
Contig_35477	18	12.876
Contig_44761	18	58.123
Contig_14430	18	37.671
Soc668	18	2.500
Contig_14776	18	46.516
Contig_35109	18	3.742
Contig_58982	18	55.623
Contig_27273	18	3.742
Contig_18425	18	59.373
Soc629	18	46.535
Contig_15311	18	59.373
Contig_41729	18	56.873
Contig_615	18	44.003
Contig_46859	18	37.665
Contig_32460	18	0.000
Contig_5448	18	58.123
Soc666	18	8.807
Contig_26953	18	3.109
Contig_54367	18	2.500
Contig_21531	18	1.250
Contig_17347	18	3.742
Contig_920	18	40.216
Contig_15142	18	53.123
Contig_26837	18	55.623
Contig_7130	18	42.761
Contig_106699	18	1.250
Contig_68236	18	59.373
Contig_46609	18	31.083
Soc1127	18	61.906
Contig_9408	18	3.742
Contig_2075	18	6.275
Soc703	18	2.500
Contig_7879	18	43.438
Contig_28954	18	54.373
Mmi11	18	10.057
Contig_23346	18	59.373
Contig_24552	18	56.873
Soc667	18	31.083
Contig_25308	18	53.123
Contig_37515	19	16.346
Soc897	19	5.032
Soc1081	19	27.697
Soc547	19	12.596
Contig_73336	19	48.624
Contig_10741	19	16.346
Soc1006	19	25.165
Soc1051	19	13.846
Dla01	19	7.564
Contig_28057	19	17.596
Contig_7330	19	15.096
Contig_24694	19	3.782
Contig_9368	19	8.814
Soc535	19	53.830
Soc439	19	17.596
Contig_868	19	38.247
Contig_18995	19	16.346
Contig_13528	19	16.346
Soc884	19	0.000
Contig_12814	19	16.346
Contig_18349	19	56.369
Contig_22761	19	3.782
Contig_60456	19	1.250
Contig_54995	19	3.782
Soc669	19	12.596
Contig_40155	19	18.846
Soc532	19	44.835
Contig_24248	19	1.250
Soc929	19	46.085
Contig_14963	19	8.814
Contig_30416	19	5.032
Soc529	19	67.113
Contig_6709	19	8.814
Contig_16115	19	16.346
Contig_35583	19	5.032
Contig_100319	19	22.633
Soc919	19	3.782
Contig_2316	19	20.733
Contig_100848	19	30.230
Contig_10399	19	10.064
Contig_17649	19	5.051
Soc965	19	30.230
Contig_224	19	57.625
Contig_7678	20	0.000
Contig_50092	20	0.000
Soc622	20	0.000
Contig_12523	20	0.000
Contig_28906	20	1.250
Contig_13137	20	1.250
Contig_16876	20	1.250
Contig_51605	20	1.250
Contig_12903	20	1.250
Contig_62771	20	1.250
Contig_62439	20	1.915
Soc630	20	2.492
Contig_1275	20	3.742
Contig_21790	20	3.742
Contig_22623	20	3.742
Contig_56915	20	4.992
Contig_40234	20	4.992
Contig_35695	20	4.992
Soc559	20	6.243
Contig_8178	20	7.493
Contig_16802	20	10.025
Contig_64508	20	10.025
Contig_31074	20	12.576
Contig_47600	20	19.186
Contig_40577	20	19.205
Contig_5080	20	23.033
Soc613	20	24.283
Contig_40875	20	24.283
Contig_58696	20	40.128
Contig_8141	20	40.128
Dla72	20	43.976
Contig_102860	20	45.233
Contig_45093	20	46.489
Contig_5672	20	49.021
Contig_14312	20	49.021
Contig_52966	20	51.554
Soc1111	20	56.753
Contig_3091	20	59.227
Contig_29780	20	59.282
Lcr04	21	6.379
Contig_50528	21	20.238
Contig_18708	21	20.238
Contig_10874	21	36.652
Contig_19384	21	16.456
Contig_555	21	44.249
Contig_34	21	2.532
Contig_6605	21	65.549
Contig_87338	21	36.652
Contig_34845	21	24.086
Contig_57197	21	13.956
Contig_1122	21	15.206
Soc807	21	6.379
Soc680	21	60.350
Contig_20536	21	2.532
Soc1037	21	7.635
Contig_48862	21	15.206
Contig_4655	21	6.379
Contig_27565	21	6.360
Contig_2519	21	36.652
Contig_13434	21	39.184
Soc571	21	55.252
Contig_32263	21	6.379
Soc635	21	2.532
Soc578	21	15.206
Contig_8360	21	11.424
Contig_45311	21	6.379
Soc1031	21	0.000
Soc687	21	18.988
Soc642	21	60.356
Contig_14336	21	2.532
Contig_45511	21	24.086
Contig_34626	21	6.379
Soc644	21	56.502
Contig_8325	21	55.252
Contig_5970	21	8.892
Contig_41732	21	41.716
Soc542	22	62.490
Contig_33574	22	13.043
Contig_11074	22	43.188
Contig_18736	22	4.100
Contig_7358	22	4.683
Contig_24251	22	15.498
Contig_23642	22	7.871
Contig_13615	22	4.100
Contig_61269	22	17.990
Contig_10199	22	2.849
Contig_6679	22	0.000
Contig_4049	22	53.443
Contig_92766	22	17.990
Contig_81717	22	23.190
Soc658	22	9.121
Contig_24449	22	34.193
Soc544	22	5.342
Soc616	22	7.871
Soc878	22	16.740
Contig_37162	22	47.049
Contig_46783	22	16.144
Contig_42946	22	4.100
Contig_56697	22	35.443
Soc656	22	57.291
Contig_10952	22	43.188
Contig_3575	22	12.969
Contig_19116	22	50.904
Contig_18195	22	37.981
Contig_21169	22	1.599
Contig_6405	22	5.397
Contig_2757	22	4.100
Soc655	22	2.849
Contig_11965	22	4.100
Contig_10439	23	7.573
Soc1012	23	6.322
Contig_5025	23	7.573
Contig_5863	23	39.425
Soc588	23	8.823
Contig_7783	23	6.322
Contig_28455	23	40.675
Contig_13755	23	22.326
Contig_6230	23	3.220
Contig_26817	23	6.322
Contig_16997	23	1.317
Soc527	23	6.322
Contig_60333	23	43.207
Contig_15319	23	10.073
Contig_7814	23	40.675
Dla90	23	6.322
Soc855	23	6.322
Contig_18314	23	6.322
Contig_11233	23	2.574
Contig_22353	23	43.207
Contig_18025	23	3.822
Contig_21115	23	1.317
Contig_10356	23	36.918
Lcr01	23	35.662
Contig_4872	23	26.174
Contig_51819	23	0.740
Contig_1481	23	1.317
Contig_24687	23	21.076
Contig_28881	23	38.174
Soc1093	23	40.675
Contig_48425	23	6.322
Contig_1117	23	44.647
Contig_40908	23	7.573
Contig_32828	23	6.322
Contig_5987	23	5.072
Contig_39193	23	1.317
Contig_105628	23	38.174
Contig_16635	23	1.317
Contig_17573	23	1.317
Soc627	23	43.207
Contig_21588	23	0.000
Contig_72330	23	43.207
Soc590	23	35.662
Contig_20691	23	1.317
Contig_53900	23	1.317
Contig_5090	24	42.512
Contig_38845	24	55.393
Contig_7751	24	56.643
Contig_27636	24	12.827
Contig_10089	24	10.298
Contig_3194	24	55.393
Contig_10031	24	55.393
Contig_31777	24	56.643
Contig_391	24	55.393
Contig_42054	24	57.893
Contig_43716	24	46.311
Contig_5908	24	42.555
Soc974	24	0.000
Contig_12315	24	56.643
Contig_1310	24	59.143
Contig_13502	24	55.393
Contig_14121	24	46.305
Soc556	24	5.098
Contig_4821	24	55.393
Contig_16974	24	10.298
Contig_3960	24	36.301
Soc526	24	3.848
Contig_32801	24	29.209
Soc566	24	23.264
Contig_42477	24	33.701
Contig_16836	24	52.893
Contig_5802	24	36.239
Contig_25768	24	56.643
Contig_36169	24	43.805
Contig_63602	24	38.775
Contig_33822	24	45.055
Soc664	24	56.643
Contig_5167	24	54.143
Contig_38885	24	54.143
Contig_32500	24	56.643
Contig_15392	24	40.025
Contig_4244	24	55.393
Contig_9254	24	42.555
Contig_1305	24	42.555
Contig_21496	24	55.393
Contig_11709	24	46.305
Soc719	24	57.893
Contig_14611	24	40.025
Soc1058	24	33.701
Soc541	24	16.675
Contig_7214	24	5.098
Contig_6351	24	46.305
Contig_38880	24	59.143
Contig_58903	24	12.778
Contig_22317	24	55.393
Contig_38488	24	12.827
Soc1143	24	5.098
