Soc504,gi|642116433|emb|CDQ67450.1|,86.36,22,3,0,82,147,1788,1809,0.37,35.8,unnamed protein product [Oncorhynchus mykiss]
Soc504,gi|642116433|emb|CDQ67450.1|,82.61,23,4,0,79,147,1783,1805,0.45,35.4,unnamed protein product [Oncorhynchus mykiss]
Soc504,gi|642116433|emb|CDQ67450.1|,81.82,22,4,0,82,147,1792,1813,0.54,35.4,unnamed protein product [Oncorhynchus mykiss]
Soc504,gi|642116433|emb|CDQ67450.1|,94.44,18,1,0,81,134,1793,1810,0.73,35,unnamed protein product [Oncorhynchus mykiss]
Soc504,gi|642116433|emb|CDQ67450.1|,85,20,3,0,81,140,1777,1796,1.1,34.3,unnamed protein product [Oncorhynchus mykiss]
Soc504,gi|642116433|emb|CDQ67450.1|,81.82,22,4,0,82,147,1776,1797,1.8,33.5,unnamed protein product [Oncorhynchus mykiss]
Soc504,gi|642116433|emb|CDQ67450.1|,77.27,22,5,0,82,147,1780,1801,5.8,32,unnamed protein product [Oncorhynchus mykiss]
Soc504,gi|642116433|emb|CDQ67450.1|,72.73,22,6,0,82,147,1796,1817,8.2,31.6,unnamed protein product [Oncorhynchus mykiss]
Soc506,gi|736173496|ref|XP_010766551.1|,48.28,29,15,0,2,88,272,300,1.4,30,PREDICTED: solute carrier family 41 member 2-like [Notothenia coriiceps]
Soc506,gi|736173496|ref|XP_010766551.1|,90,10,1,0,62,91,303,312,1.4,25,PREDICTED: solute carrier family 41 member 2-like [Notothenia coriiceps]
Soc509,gi|47220070|emb|CAG12218.1|,59.52,42,14,2,147,22,35,73,0.002,43.1,"unnamed protein product, partial [Tetraodon nigroviridis]"
Soc510,gi|47208812|emb|CAG06348.1|,45.71,35,19,0,83,187,418,452,4,33.1,"unnamed protein product, partial [Tetraodon nigroviridis]"
Soc523,gi|929321363|ref|XP_014040155.1|,47.83,23,12,0,94,26,48,70,7.3,30.8,PREDICTED: plexin-B1-like [Salmo salar]
Soc526,gi|584032628|ref|XP_006810706.1|,72.73,22,6,0,66,1,78,99,0.22,36.2,"PREDICTED: GRAM domain-containing protein 2-like, partial [Neolamprologus brichardi]"
Soc548,gi|768909856|ref|XP_011605550.1|,100,20,0,0,160,101,777,796,0.002,42.4,PREDICTED: trafficking protein particle complex subunit 10 [Takifugu rubripes]
Soc551,gi|47179600|emb|CAG14188.1|,100,17,0,0,3,53,33,49,0.022,37,"unnamed protein product, partial [Tetraodon nigroviridis]"
Soc556,gi|808883180|gb|KKF30419.1|,91.89,37,3,0,113,3,23,59,2.00E-14,74.3,Zinc finger protein 277 [Larimichthys crocea]
Soc559,gi|657808700|ref|XP_008331603.1|,79.17,24,5,0,129,58,359,382,0.003,42,PREDICTED: beta-arrestin-2 isoform X1 [Cynoglossus semilaevis]
Soc568,gi|734628881|ref|XP_010742699.1|,91.18,34,3,0,197,96,274,307,8.00E-12,65.9,PREDICTED: cytoplasmic phosphatidylinositol transfer protein 1-like [Larimichthys crocea]
Soc569,gi|471414981|ref|XP_004389021.1|,50,30,11,2,113,190,2,31,1.4,34.3,PREDICTED: disintegrin and metalloproteinase domain-containing protein 21-like [Trichechus manatus latirostris]
Soc570,gi|734651262|ref|XP_010754996.1|,94.74,19,1,0,58,2,2,20,0.014,37.7,"PREDICTED: serine/threonine-protein kinase Nek11-like, partial [Larimichthys crocea]"
Soc571,gi|679195213|gb|KFW84908.1|,51.85,27,12,1,141,61,118,143,4.3,32.7,"Proline-serine-threonine phosphatase-interacting protein 2, partial [Manacus vitellinus]"
Soc578,gi|918651426|ref|XP_013363092.1|,38.1,42,18,2,282,175,152,191,1.4,35,PREDICTED: NCK-interacting protein with SH3 domain isoform X3 [Chinchilla lanigera]
Soc583,gi|528766124|gb|EPY85783.1|,57.14,21,9,0,90,28,312,332,0.86,33.9,hypothetical protein CB1_000350074 [Camelus ferus]
Soc609,gi|734643385|ref|XP_010750676.1|,50,22,11,0,147,82,25,46,9.4,32.3,"PREDICTED: lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial [Larimichthys crocea]"
Soc617,gi|734644947|ref|XP_010751538.1|,96.55,29,1,0,3,89,313,341,1.00E-10,65.9,PREDICTED: ras GTPase-activating-like protein IQGAP3 isoform X2 [Larimichthys crocea]
Soc622,gi|765128309|ref|XP_011476712.1|,35.14,37,23,1,137,247,171,206,6.7,32.7,"PREDICTED: voltage-dependent P/Q-type calcium channel subunit alpha-1A-like, partial [Oryzias latipes]"
Soc630,gi|695161458|ref|XP_009508964.1|,100,18,0,0,1,54,340,357,1.00E-04,45.4,PREDICTED: Krueppel-like factor 5 [Phalacrocorax carbo]
Soc640,gi|657584922|ref|XP_008296633.1|,100,24,0,0,1,72,422,445,7.00E-09,58.2,PREDICTED: hepatocyte growth factor activator [Stegastes partitus]
Soc645,gi|974088636|ref|XP_015242459.1|,95,20,1,0,62,3,503,522,1.00E-04,45.8,PREDICTED: ankyrin repeat and IBR domain-containing protein 1-like isoform X2 [Cyprinodon variegatus]
Soc653,gi|678177843|gb|KFV45649.1|,56.52,23,10,0,175,243,29,51,5.8,31.6,"Keratinocyte-associated protein 3, partial [Tyto alba]"
Soc675,gi|47211129|emb|CAF90367.1|,100,15,0,0,66,22,1546,1560,0.084,37,unnamed protein product [Tetraodon nigroviridis]
Soc675,gi|47211129|emb|CAF90367.1|,92.86,14,1,0,66,25,1550,1563,1.1,33.5,unnamed protein product [Tetraodon nigroviridis]
Soc675,gi|47211129|emb|CAF90367.1|,86.67,15,2,0,66,22,1542,1556,1.4,33.1,unnamed protein product [Tetraodon nigroviridis]
Soc675,gi|47211129|emb|CAF90367.1|,80,15,3,0,66,22,1538,1552,3.7,32,unnamed protein product [Tetraodon nigroviridis]
Soc676,gi|734644171|ref|XP_010751111.1|,92.86,28,2,0,86,3,332,359,1.00E-08,57.8,PREDICTED: LOW QUALITY PROTEIN: neutral ceramidase [Larimichthys crocea]
Soc687,gi|658923942|ref|XP_008401677.1|,100,20,0,0,2,61,431,450,5.00E-05,47,"PREDICTED: glutamine-rich protein 1-like, partial [Poecilia reticulata]"
Soc697,gi|90083132|dbj|BAE90648.1|,33.33,51,33,1,153,1,15,64,5.7,30,unnamed protein product [Macaca fascicularis]
Soc704,gi|565304821|gb|ETE60227.1|,39.58,48,27,1,143,6,687,734,5.1,32.7,"putative Polycomb group protein ASXL1, partial [Ophiophagus hannah]"
Soc709,gi|632938328|ref|XP_007904581.1|,95.24,21,1,0,200,138,519,539,8.00E-05,47,PREDICTED: unconventional myosin-Ie isoform X1 [Callorhinchus milii]
Soc737,gi|808884716|gb|KKF31619.1|,100,37,0,0,113,3,520,556,2.00E-15,78.2,Anoctamin-1 [Larimichthys crocea]
Soc746,gi|683936694|ref|XP_009097248.1|,37.25,51,30,1,118,270,120,168,1.1,35,PREDICTED: programmed cell death 1 ligand 1 [Serinus canaria]
Soc755,gi|1002596301|ref|XP_015677137.1|,39.29,28,17,0,88,5,103,130,9.8,30.4,PREDICTED: hydroxyacylglutathione hydrolase-like protein [Protobothrops mucrosquamatus]
Soc761,gi|642041844|emb|CDQ93435.1|,57.14,35,15,0,9,113,91,125,5.00E-11,49.3,unnamed protein product [Oncorhynchus mykiss]
Soc761,gi|642041844|emb|CDQ93435.1|,62.07,29,11,0,118,204,131,159,5.00E-11,41.6,unnamed protein product [Oncorhynchus mykiss]
Soc762,gi|583978992|ref|XP_006784831.1|,36.84,38,24,0,9,122,191,228,8.4,32.3,PREDICTED: vinexin-like [Neolamprologus brichardi]
Soc796,gi|734643282|ref|XP_010750618.1|,88,25,3,0,75,1,37,61,4.00E-06,48.9,PREDICTED: NEDD8-conjugating enzyme Ubc12 [Larimichthys crocea]
Soc798,gi|642116274|emb|CDQ67577.1|,36.84,38,21,1,121,17,133,170,9.3,30.8,unnamed protein product [Oncorhynchus mykiss]
Soc804,gi|768918202|ref|XP_011602392.1|,100,34,0,0,247,146,338,371,3.00E-15,76.3,PREDICTED: LOW QUALITY PROTEIN: sphingosine 1-phosphate receptor 2 [Takifugu rubripes]
Soc805,gi|33413748|gb|AAN11322.1|,37.5,32,20,0,97,2,194,225,2.8,33.5,cardiac titin [Canis lupus familiaris]
Soc813,gi|537216427|gb|ERE81835.1|,60,20,8,0,61,2,1146,1165,7.2,32,ankyrin repeat and SOCS box protein 18 [Cricetulus griseus]
Soc820,gi|731240961|ref|XP_010633853.1|,38.78,49,30,0,23,169,563,611,1.3,34.3,PREDICTED: kelch-like protein 10 [Fukomys damarensis]
Soc821,gi|939309248|ref|XP_014269305.1|,63.64,22,8,0,123,58,354,375,6.2,32.3,"PREDICTED: NACHT, LRR and PYD domains-containing protein 12-like [Maylandia zebra]"
Soc834,gi|808875937|gb|KKF24632.1|,43.24,37,13,2,42,140,838,870,4.5,33.1,Dynamin-binding protein [Larimichthys crocea]
Soc850,gi|795167242|ref|XP_011841835.1|,46.43,28,15,0,99,16,1084,1111,6.3,32.3,"PREDICTED: LOW QUALITY PROTEIN: deleted in malignant brain tumors 1 protein-like, partial [Mandrillus leucophaeus]"
Soc887,gi|505850314|ref|XP_004618610.1|,46.88,32,15,1,150,61,158,189,5.5,32.7,PREDICTED: coiled-coil domain-containing protein 87 [Sorex araneus]
Soc890,gi|973208649|ref|XP_015223824.1|,43.75,32,18,0,42,137,82,113,2.3,33.5,PREDICTED: serine/threonine-protein kinase Nek11-like isoform X4 [Lepisosteus oculatus]
Soc899,gi|929268002|ref|XP_014010613.1|,68.75,16,5,0,21,68,48,63,5.4,27.7,PREDICTED: uncharacterized protein LOC106577221 isoform X2 [Salmo salar]
Soc899,gi|929268002|ref|XP_014010613.1|,100,10,0,0,41,70,60,69,5.4,22.7,PREDICTED: uncharacterized protein LOC106577221 isoform X2 [Salmo salar]
Soc899,gi|929268002|ref|XP_014010613.1|,81.82,11,2,0,43,75,66,76,5.4,21.2,PREDICTED: uncharacterized protein LOC106577221 isoform X2 [Salmo salar]
Soc900,gi|657597305|ref|XP_008303388.1|,100,36,0,0,256,149,261,296,2.00E-15,79,PREDICTED: transferrin receptor protein 2 [Stegastes partitus]
Soc908,gi|697818381|ref|XP_009641346.1|,38.78,49,19,2,105,248,20,58,5.8,32.7,PREDICTED: apolipoprotein O-like [Egretta garzetta]
Soc909,gi|642010544|emb|CDQ96729.1|,69.57,23,7,0,71,3,94,116,0.37,35.8,unnamed protein product [Oncorhynchus mykiss]
Soc916,gi|565316723|gb|ETE68326.1|,63.16,19,7,0,7,63,554,572,1.2,34.7,"Chromodomain-helicase-DNA-binding protein 3, partial [Ophiophagus hannah]"
Soc921,gi|736193923|ref|XP_010772143.1|,85.71,35,5,0,18,122,38,72,3.00E-12,65.9,PREDICTED: nuclear receptor coactivator 1-like [Notothenia coriiceps]
Soc922,gi|808878434|gb|KKF26679.1|,52.17,23,11,0,23,91,2271,2293,0.45,35.8,Kinesin-like protein KIF26B [Larimichthys crocea]
Soc929,gi|686619442|ref|XP_009286753.1|,34.04,47,31,0,142,2,348,394,1.2,35,"PREDICTED: LOW QUALITY PROTEIN: probable G-protein coupled receptor 75, partial [Aptenodytes forsteri]"
Soc950,gi|47205411|emb|CAF92544.1|,42.86,35,18,1,157,53,1151,1183,5.2,32.3,"unnamed protein product, partial [Tetraodon nigroviridis]"
Soc970,gi|620969240|ref|XP_007659397.1|,38.46,65,33,3,182,6,13,76,7,31.6,"PREDICTED: vacuolar protein sorting-associated protein 13B-like, partial [Ornithorhynchus anatinus]"
Soc976,gi|1016660749|ref|XP_016045232.1|,36.11,36,23,0,139,246,24,59,9.1,32.7,PREDICTED: aldo-keto reductase family 1 member B10-like [Erinaceus europaeus]
Soc979,gi|927167960|ref|XP_013921713.1|,35.29,51,33,0,62,214,404,454,0.32,40.4,PREDICTED: uncharacterized protein K02A2.6-like [Thamnophis sirtalis]
Soc991,gi|861431052|ref|XP_012926901.1|,23,100,68,1,543,244,37,127,2.2,37,PREDICTED: protein BANP isoform X2 [Heterocephalus glaber]
Soc998,gi|808869762|gb|KKF19743.1|,60.87,23,9,0,160,92,252,274,0.016,32,Transcription factor COE3 [Larimichthys crocea]
Soc998,gi|808869762|gb|KKF19743.1|,65,20,7,0,93,34,281,300,0.016,31.2,Transcription factor COE3 [Larimichthys crocea]
Soc1008,gi|734616804|ref|XP_010736063.1|,88.89,27,3,0,117,37,172,198,6.00E-08,58.9,PREDICTED: caspase-8-like isoform X1 [Larimichthys crocea]
Soc1011,gi|808874513|gb|KKF23587.1|,57.35,68,0,1,324,121,753,791,9.00E-15,70.5,Ataxin-2-like protein [Larimichthys crocea]
Soc1011,gi|808874513|gb|KKF23587.1|,87.5,16,2,0,49,2,789,804,9.00E-15,34.3,Ataxin-2-like protein [Larimichthys crocea]
Soc1022,gi|47225659|emb|CAG08002.1|,90,40,4,0,478,597,1,40,1.00E-14,74.3,"unnamed protein product, partial [Tetraodon nigroviridis]"
Soc1027,gi|974094284|ref|XP_015245546.1|,97.62,42,1,0,2,127,512,553,1.00E-17,89.4,PREDICTED: adenylate cyclase type 3 isoform X2 [Cyprinodon variegatus]
Soc1027,gi|974094284|ref|XP_015245546.1|,89.66,29,3,0,259,345,553,581,1.1,37.7,PREDICTED: adenylate cyclase type 3 isoform X2 [Cyprinodon variegatus]
Soc1031,gi|734627443|ref|XP_010741907.1|,97.56,82,2,0,610,365,393,474,2.00E-30,125,PREDICTED: zinc finger CCCH-type with G patch domain-containing protein [Larimichthys crocea]
Soc1038,gi|930764809|ref|XP_014196647.1|,30.85,94,60,3,350,628,97,186,2,37.4,PREDICTED: gastrula zinc finger protein XlCGF7.1-like [Haplochromis burtoni]
Soc1041,gi|965944686|ref|XP_004010917.2|,38.46,65,35,2,649,461,287,348,7.7,35.4,"PREDICTED: LOW QUALITY PROTEIN: methionyl-tRNA formyltransferase, mitochondrial [Ovis aries]"
Soc1051,gi|808876203|gb|KKF24864.1|,85.71,91,13,0,643,371,1834,1924,3.00E-45,171,Rho-guanine nucleotide exchange factor [Larimichthys crocea]
Soc1051,gi|808876203|gb|KKF24864.1|,90.7,43,4,0,205,77,1926,1968,3.00E-19,95.5,Rho-guanine nucleotide exchange factor [Larimichthys crocea]
Soc1054,gi|938064821|gb|KPP65582.1|,53.12,32,12,1,398,312,342,373,6.3,34.7,"formin-like protein 1-like, partial [Scleropages formosus]"
Soc1057,gi|657762275|ref|XP_008316002.1|,81.82,22,4,0,66,1,918,939,0.049,39.3,PREDICTED: lysine-specific demethylase 2A-like isoform X1 [Cynoglossus semilaevis]
Soc1058,gi|736235483|ref|XP_010783523.1|,100,28,0,0,3,86,98,125,9.00E-09,57.8,"PREDICTED: CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2-like [Notothenia coriiceps]"
Soc1087,gi|658845374|ref|XP_008405119.1|,32.56,43,29,0,11,139,381,423,7.1,34.7,PREDICTED: 5-hydroxytryptamine receptor 3E-like [Poecilia reticulata]
Soc1088,gi|808876712|gb|KKF25324.1|,73.08,52,10,2,8,163,24,71,9.00E-13,72.8,SH3 domain-containing protein 19 [Larimichthys crocea]
Soc1090,gi|528473928|ref|XP_001336831.4|,41.67,48,22,1,267,410,148,189,3.5,36.6,PREDICTED: uncharacterized protein si:dkey-110g7.5 isoform X2 [Danio rerio]
Soc1094,gi|47196873|emb|CAF89254.1|,100,41,0,0,124,2,1,41,2.00E-19,86.7,"unnamed protein product, partial [Tetraodon nigroviridis]"
Soc1095,gi|808857433|gb|KKF10018.1|,93.55,62,4,0,193,8,94,155,3.00E-29,124,Rap guanine nucleotide exchange factor 4 [Larimichthys crocea]
Soc1106,gi|229367128|gb|ACQ58544.1|,39.29,56,33,1,59,223,212,267,6.3,34.3,NAD-dependent deacetylase sirtuin-5 [Anoplopoma fimbria]
Soc1111,gi|543262899|ref|XP_005421884.1|,54.84,31,14,0,178,86,8,38,0.076,39.7,PREDICTED: protein phosphatase 1 regulatory subunit 29 [Geospiza fortis]
Soc1125,gi|617658967|ref|XP_007536656.1|,32.76,58,36,2,354,190,109,166,5.3,34.3,PREDICTED: heterogeneous nuclear ribonucleoprotein U-like protein 1 isoform X4 [Erinaceus europaeus]
Soc1133,gi|197102896|ref|NP_001127675.1|,27.63,76,54,1,435,208,48,122,2.8,35.4,ribonuclease 4 precursor [Pongo abelii]
Soc1134,gi|197102896|ref|NP_001127675.1|,27.63,76,54,1,435,208,48,122,2.8,35.4,ribonuclease 4 precursor [Pongo abelii]
Soc1136,gi|742250237|ref|XP_010866887.1|,43.48,46,15,2,484,368,35,76,3,35.4,PREDICTED: uncharacterized protein LOC105009173 [Esox lucius]
Soc1141,gi|704247137|ref|XP_010146690.1|,36.07,61,32,2,277,113,559,618,0.27,38.9,PREDICTED: trafficking kinesin-binding protein 1 isoform X1 [Eurypyga helias]
Soc1142,gi|808868967|gb|KKF19162.1|,95.56,45,2,0,521,387,194,238,5.00E-20,95.9,FCH and double SH3 domains protein 1 [Larimichthys crocea]
Soc1143,gi|808883184|gb|KKF30423.1|,40.35,57,28,1,232,402,2,52,0.088,40,Aldo-keto reductase family 1 member B10 [Larimichthys crocea]
Soc1148,gi|733879592|ref|XP_010706003.1|,33.33,54,36,0,579,418,2,55,0.18,38.5,PREDICTED: SH3 domain-binding glutamic acid-rich-like protein 2 isoform X1 [Meleagris gallopavo]
Soc1151,gi|658909742|ref|XP_008394951.1|,36.51,63,37,1,76,255,489,551,0.77,38.1,PREDICTED: WD repeat-containing protein 60 isoform X1 [Poecilia reticulata]
Lcr04,gi|929506736|ref|XP_014126535.1|,41.38,58,23,4,18,185,272,320,4.6,33.1,PREDICTED: LOW QUALITY PROTEIN: guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 [Zonotrichia albicollis]
Mmi10,gi|1020481287|ref|XP_016146107.1|,35,40,26,0,145,264,135,174,1.1,37.7,PREDICTED: protein Niban-like [Sinocyclocheilus grahami]
Dla02,gi|542175321|ref|XP_005467915.1|,86.86,137,15,1,335,745,1,134,1.00E-72,232,PREDICTED: uracil phosphoribosyltransferase homolog isoform X1 [Oreochromis niloticus]
Dla28,gi|317419202|emb|CBN81239.1|,97.92,48,1,0,19,162,78,125,7.00E-23,98.2,Uncharacterized protein [Dicentrarchus labrax]
Dla41,gi|584032337|ref|XP_006810578.1|,100,30,0,0,2,91,65,94,3.00E-12,67,PREDICTED: ETS translocation variant 1-like [Neolamprologus brichardi]
Dla60,gi|734637136|ref|XP_010747238.1|,97.56,123,3,0,2,370,284,406,2.00E-78,253,PREDICTED: inositol-tetrakisphosphate 1-kinase [Larimichthys crocea]
Dla69,gi|542200547|ref|XP_005474449.1|,81.75,137,23,2,176,580,178,314,4.00E-71,231,PREDICTED: myozenin-1-like [Oreochromis niloticus]
Dla72,gi|734630105|ref|XP_010743377.1|,95.65,46,2,0,16,153,1033,1078,1.00E-20,97.1,PREDICTED: ubiquitin carboxyl-terminal hydrolase 25 isoform X4 [Larimichthys crocea]
Dla78,gi|317419859|emb|CBN81895.1|,97.53,81,2,0,396,638,1,81,3.00E-46,161,Cerebellin-2 [Dicentrarchus labrax]
Dla83,gi|734609264|ref|XP_010731929.1|,90.8,163,15,0,3,491,349,511,1.00E-94,297,PREDICTED: cdc42-interacting protein 4 isoform X1 [Larimichthys crocea]
Dla90,gi|909809866|ref|XP_013159600.1|,29.63,54,38,0,353,192,1122,1175,6.3,36.6,PREDICTED: Fanconi anemia group M protein [Falco peregrinus]
Dla94,gi|859969253|ref|XP_004782575.2|,98.23,113,2,0,343,681,1,113,5.00E-74,231,PREDICTED: guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1-like [Mustela putorius furo]
Dla96,gi|847141127|ref|XP_012821215.1|,35.71,56,34,1,332,493,4123,4178,5.4,35.4,PREDICTED: obscurin isoform X17 [Xenopus tropicalis]
Dla99,gi|657529193|ref|XP_008293683.1|,66.04,53,18,0,368,526,94,146,1.00E-14,76.6,PREDICTED: regulator of G-protein signaling 4-like [Stegastes partitus]
Contig_34,gi|736169346|ref|XP_010765369.1|,57.89,38,16,0,120,7,5,42,0.002,43.1,PREDICTED: gamma-aminobutyric acid receptor subunit gamma-1-like [Notothenia coriiceps]
Contig_56,gi|808876109|gb|KKF24776.1|,51.72,29,14,0,138,52,9,37,0.45,36.6,Hypothetical protein EH28_19530 [Larimichthys crocea]
Contig_78,gi|808883169|gb|KKF30408.1|,87.18,39,5,0,369,253,1,39,6.00E-13,71.2,hypothetical protein EH28_18836 [Larimichthys crocea]
Contig_130,gi|301606331|ref|XP_002932798.1|,44.44,36,20,0,3,110,269,304,1.5,35,PREDICTED: olfactory receptor 1G1-like [Xenopus tropicalis]
Contig_146,gi|734612016|ref|XP_010733440.1|,63.95,86,5,1,269,12,91,150,6.00E-27,106,PREDICTED: Parkinson disease 7 domain-containing protein 1 [Larimichthys crocea]
Contig_150,gi|950993244|ref|XP_006261309.2|,39.58,48,27,1,36,173,2282,2329,4.6,33.5,PREDICTED: interferon-induced very large GTPase 1-like [Alligator mississippiensis]
Contig_151,gi|808868468|gb|KKF18782.1|,90.91,22,2,0,143,208,200,221,0.002,42.7,"Proteasome subunit alpha type-6, partial [Larimichthys crocea]"
Contig_167,gi|808862121|gb|KKF13790.1|,100,35,0,0,258,362,201,235,1.00E-13,73.6,Doublecortin domain-containing protein 2 [Larimichthys crocea]
Contig_207,gi|960987248|ref|XP_014808977.1|,47.22,36,17,1,121,14,464,497,1.7,35,PREDICTED: ubiquitin-like modifier-activating enzyme 7 isoform X1 [Calidris pugnax]
Contig_224,gi|148228332|ref|NP_001087747.1|,28.38,74,41,3,204,7,221,290,4.4,33.1,"SEC22 homolog C, vesicle trafficking protein [Xenopus laevis]"
Contig_305,gi|808884565|gb|KKF31485.1|,89.29,28,3,0,198,281,481,508,1.00E-07,56.2,WD repeat-containing protein 52 [Larimichthys crocea]
Contig_326,gi|47217429|emb|CAG00789.1|,52.94,34,16,0,77,178,167,200,0.46,36.6,"unnamed protein product, partial [Tetraodon nigroviridis]"
Contig_345,gi|617583504|ref|XP_007518795.1|,29.79,47,33,0,125,265,1154,1200,4.8,33.5,PREDICTED: autophagy-related protein 2 homolog A [Erinaceus europaeus]
Contig_359,gi|808879736|gb|KKF27725.1|,60.71,28,11,0,190,107,51,78,0.088,38.5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 [Larimichthys crocea]"
Contig_367,gi|736171396|ref|XP_010765955.1|,37.88,66,29,3,303,136,153,216,0.89,35.4,PREDICTED: CDK5 and ABL1 enzyme substrate 1-like [Notothenia coriiceps]
Contig_393,gi|966668716|gb|KTG02097.1|,41.86,43,19,1,32,160,225,261,4.4,33.1,hypothetical protein cypCar_00046042 [Cyprinus carpio]
Contig_448,gi|1002610079|ref|XP_015684443.1|,41.3,46,25,1,195,58,247,290,4.3,33.5,PREDICTED: zinc finger protein RFP-like [Protobothrops mucrosquamatus]
Contig_466,gi|641991631|emb|CDQ98890.1|,88.89,36,4,0,111,4,29,64,4.00E-12,67,"unnamed protein product, partial [Oncorhynchus mykiss]"
Contig_486,gi|831322572|ref|XP_012694219.1|,53.57,28,11,1,150,73,1068,1095,2.3,34.3,PREDICTED: protein VPRBP isoform X1 [Clupea harengus]
Contig_518,gi|635124915|ref|XP_008013268.1|,35.9,78,45,3,49,279,40,113,2.3,34.3,PREDICTED: uncharacterized protein LOC103244829 [Chlorocebus sabaeus]
Contig_538,gi|765163555|ref|XP_011490948.1|,75,24,6,0,134,205,603,626,5.00E-04,45.4,PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Oryzias latipes]
Contig_578,gi|808861001|gb|KKF12917.1|,93.33,30,2,0,128,39,620,649,0.005,42.4,Golgi integral membrane protein 4 [Larimichthys crocea]
Contig_584,gi|734651059|ref|XP_010754887.1|,95.06,81,4,0,86,328,29,109,8.00E-50,166,PREDICTED: coxsackievirus and adenovirus receptor homolog [Larimichthys crocea]
Contig_622,gi|768937650|ref|XP_003970491.2|,28.75,80,44,3,268,68,12,91,1.4,34.7,"PREDICTED: ATP-binding cassette sub-family B member 7, mitochondrial [Takifugu rubripes]"
Contig_629,gi|808870638|gb|KKF20442.1|,70,20,6,0,281,222,6,25,4.6,33.1,Serine/arginine-rich splicing factor 3 [Larimichthys crocea]
Contig_681,gi|542217776|ref|XP_005449018.1|,46.43,28,12,1,7,90,28,52,9.6,32,PREDICTED: methyltransferase-like protein 4 [Oreochromis niloticus]
Contig_695,gi|808863056|gb|KKF14488.1|,89.66,29,3,0,256,342,650,678,3.00E-06,52.8,Adenylate cyclase type 8 [Larimichthys crocea]
Contig_723,gi|47208797|emb|CAF90645.1|,75,40,10,0,144,263,379,418,6.00E-17,71.2,unnamed protein product [Tetraodon nigroviridis]
Contig_723,gi|47208797|emb|CAF90645.1|,89.47,19,2,0,2,58,321,339,6.00E-17,40,unnamed protein product [Tetraodon nigroviridis]
Contig_723,gi|47208797|emb|CAF90645.1|,42.17,83,42,2,58,294,351,431,1.00E-09,62,unnamed protein product [Tetraodon nigroviridis]
Contig_775,gi|808869715|gb|KKF19704.1|,92.11,38,3,0,345,232,36,73,8.00E-16,81.3,Potassium voltage-gated channel subfamily H member 2 [Larimichthys crocea]
